SEED,setup,year,salinity,bg_mean,ag_mean,root_mean,age_mean,age_q95,age_max,no_trees,tdens,basal_area,dbh_mean,height_mean,gain,no_gain,no_groups,no_groups_bigger_2,gdens,no_grafted,gs_mean,gs_max,node_degree_mean,shape_mean,p_non_red,p_non_red_no2,fgraft,fgain,ROOTING,GRAFTING,RESOURCES
18782,setup_ENV_2_GRAFT_0_SPE_0_SEED_18782,550.083333333333,10.2229834541311,0.888219447910382,0.631201647386851,1.48070185137069,54.8128019323672,228,250.916666666667,69,766.666666666667,315224.147601876,15.54505254743,8.75219608263468,0,0,5,4,55.5555555555556,38,7.6,17,1.80655971479501,1.165,40,25,55.072463768116,0,0,0,2
18782,setup_ENV_2_GRAFT_0_SPE_0_SEED_18782,600,9.88733610375649,0.891017710984385,0.451601943813857,2.44239264620949,113.301282051282,256.8,296.25,39,433.333333333333,359175.150775206,28.593309662515,15.1458108872889,0,0,1,1,11.1111111111111,25,25,25,2.64,1.375,0,0,64.1025641025641,0,0,0,2
18782,setup_ENV_2_GRAFT_0_SPE_1_SEED_18782,400.083333333333,2.25736787259551,0.975162191041214,0.483055070838052,1.63924368076803,82.156432748538,205.9,269.5,57,633.333333333333,379854.541002419,23.5210330191341,13.5290354315882,0,0,13,6,144.444444444444,35,2.69230769230769,5,1.3,1.07692307692308,84.6153846153846,66.6666666666667,61.4035087719298,0,1,0,2
18782,setup_ENV_2_GRAFT_0_SPE_1_SEED_18782,450.083333333333,5.44871345472274,0.940025934982184,0.407970906698683,1.70910758224009,94.2106918238994,233.683333333333,319.5,53,588.888888888889,409837.430611343,25.0290700606013,13.979371696725,0,0,14,5,155.555555555556,39,2.78571428571429,8,1.17857142857143,1.01020408163265,92.8571428571429,80,73.5849056603774,0,1,0,2
18782,setup_ENV_2_GRAFT_0_SPE_1_SEED_18782,500.083333333333,6.98849978020815,0.923069119591707,0.536525629690852,1.735158323061,105.660416666667,241.325,283.416666666667,40,444.444444444444,334855.422010316,26.0266707609681,14.1103453334086,0,0,8,1,88.8888888888889,18,2.25,4,1.0625,1,100,100,45,0,1,0,2
18782,setup_ENV_2_GRAFT_0_SPE_1_SEED_18782,550.083333333333,9.08729108795893,0.90054201489442,0.642199412126196,1.14856428871009,53.7820512820513,223.583333333333,289.75,78,866.666666666667,313312.478014399,15.209407229963,9.3809659661113,0,0,12,4,133.333333333333,33,2.75,6,1.16666666666667,1,100,100,42.3076923076923,0,1,0,2
18782,setup_ENV_2_GRAFT_0_SPE_1_SEED_18782,600,9.15901787270403,0.899725988178382,0.495721026600564,1.25355745313685,48.5739700374532,198.383333333333,339.666666666667,89,988.888888888889,360566.36346578,16.2729668447981,9.99651162596617,0,0,18,7,200,53,2.94444444444444,7,1.30555555555556,1.0787037037037,77.7777777777778,42.8571428571429,59.5505617977528,0,1,0,2
18782,setup_ENV_2_GRAFT_0_SPE_2_SEED_18782,400.083333333333,1.36224308752626,0.985043142405118,0.587353093343737,1.26405686132979,74.2121212121212,195.8,255.083333333333,55,611.111111111111,353049.578933945,21.1579224467384,11.8907891907809,0,0,5,0,55.5555555555556,10,2,2,1,1,100,0,18.1818181818182,0,2,0,2
18782,setup_ENV_2_GRAFT_0_SPE_2_SEED_18782,450.083333333333,5.07301370215311,0.944202502869204,0.469351416970953,1.42153973808049,87.4047619047619,239.395833333333,305.083333333333,56,622.222222222222,436787.480145154,24.1720362082925,13.4011484990501,0,0,10,2,111.111111111111,22,2.2,3,1.06666666666667,1,100,100,39.2857142857143,0,2,0,2
18782,setup_ENV_2_GRAFT_0_SPE_2_SEED_18782,500.083333333333,7.4875762378896,0.918043494589298,0.58075043709996,0.976808747680338,55.5354166666667,218.304166666666,326.5,80,888.888888888889,358405.07258682,15.4321553080516,9.55244981023561,0,0,11,6,122.222222222222,28,2.54545454545455,3,1.3030303030303,1.09090909090909,81.8181818181818,66.6666666666667,35,0,2,0,2
18782,setup_ENV_2_GRAFT_0_SPE_2_SEED_18782,550.083333333333,9.45419396884221,0.896191911831723,0.450280771222787,1.16046906488348,60.8073593073593,189.5,282.25,77,855.555555555556,350212.948718868,18.6511371757264,12.1257025207542,0,0,14,6,155.555555555556,37,2.64285714285714,4,1.28571428571429,1.07142857142857,85.7142857142857,66.6666666666667,48.0519480519481,0,2,0,2
18782,setup_ENV_2_GRAFT_0_SPE_2_SEED_18782,600,9.01554443101054,0.900626442971722,0.476929586439899,1.53000706776258,97.3315217391304,211.145833333334,263.166666666667,46,511.111111111111,375287.670398287,26.8778252275679,15.2436903908028,0,0,7,4,77.7777777777778,18,2.57142857142857,3,1.19047619047619,1,100,100,39.1304347826087,0,2,0,2
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,400.083333333333,10,0.887984058426783,0.474808293270153,2.76477234553893,119.779069767442,201.275,221.166666666667,43,477.777777777778,498721.76293829,32.6103851614777,14.8766195159727,1,16,4,2,44.4444444444444,36,9,29,1.66091954022989,1.17857142857143,75,50,83.7209302325582,44.4444444444444,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,400.083333333333,10,0.887984058426783,0.474808293270153,2.76477234553893,119.779069767442,201.275,221.166666666667,43,477.777777777778,498721.76293829,32.6103851614777,14.8766195159727,0,16,4,2,44.4444444444444,36,9,29,1.66091954022989,1.17857142857143,75,50,83.7209302325582,44.4444444444444,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,450.083333333333,10,0.88825750393539,0.648652565678017,1.71185584552106,73.7567204301075,247.283333333333,271.083333333333,62,688.888888888889,395710.523237869,18.7151714685952,9.26614805717554,0,15,10,5,111.111111111111,43,4.3,18,1.41555555555556,1.10098039215686,70,40,69.3548387096774,34.8837209302326,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,450.083333333333,10,0.88825750393539,0.648652565678017,1.71185584552106,73.7567204301075,247.283333333333,271.083333333333,62,688.888888888889,395710.523237869,18.7151714685952,9.26614805717554,1,15,10,5,111.111111111111,43,4.3,18,1.41555555555556,1.10098039215686,70,40,69.3548387096774,34.8837209302326,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,500.083333333333,10,0.885656205630814,0.437064592130627,2.53232198523407,109.87037037037,279.933333333334,321.083333333333,45,500,416093.791916859,28.6667459275137,14.2612794597179,0,14,8,6,88.8888888888889,41,5.125,19,1.63311403508772,1.17361111111111,62.5,50,91.1111111111111,34.1463414634146,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,500.083333333333,10,0.885656205630814,0.437064592130627,2.53232198523407,109.87037037037,279.933333333334,321.083333333333,45,500,416093.791916859,28.6667459275137,14.2612794597179,1,14,8,6,88.8888888888889,41,5.125,19,1.63311403508772,1.17361111111111,62.5,50,91.1111111111111,34.1463414634146,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,550.083333333333,10,0.886368988933599,0.470659420497815,1.89199006153345,66.0768229166667,258.6375,351.583333333333,64,711.111111111111,385281.871833553,19.9994651572809,10.6663809201937,1,23,5,4,55.5555555555556,56,11.2,16,2.01333333333333,1.18586080586081,20,0,87.5,41.0714285714286,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,550.083333333333,10,0.886368988933599,0.470659420497815,1.89199006153345,66.0768229166667,258.6375,351.583333333333,64,711.111111111111,385281.871833553,19.9994651572809,10.6663809201937,0,23,5,4,55.5555555555556,56,11.2,16,2.01333333333333,1.18586080586081,20,0,87.5,41.0714285714286,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,600,10,0.886540753546899,0.485553014467991,2.14235364566349,76.6158192090396,175.966666666667,401.5,59,655.555555555556,424519.08485367,23.6681029091773,12.3479326904078,1,19,1,1,11.1111111111111,45,45,45,2.88888888888889,1.47727272727273,0,0,76.271186440678,42.2222222222222,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_0_SEED_18782,600,10,0.886540753546899,0.485553014467991,2.14235364566349,76.6158192090396,175.966666666667,401.5,59,655.555555555556,424519.08485367,23.6681029091773,12.3479326904078,0,19,1,1,11.1111111111111,45,45,45,2.88888888888889,1.47727272727273,0,0,76.271186440678,42.2222222222222,0,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,400.083333333333,10,0.88869021898823,0.462668542281399,2.00410890160845,102,203.616666666666,214.666666666667,43,477.777777777778,418707.61006832,29.6996398074966,14.9953672762311,1,11,7,5,77.7777777777778,24,3.42857142857143,7,1.31632653061225,1,100,100,55.8139534883721,45.8333333333333,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,400.083333333333,10,0.88869021898823,0.462668542281399,2.00410890160845,102,203.616666666666,214.666666666667,43,477.777777777778,418707.61006832,29.6996398074966,14.9953672762311,0,11,7,5,77.7777777777778,24,3.42857142857143,7,1.31632653061225,1,100,100,55.8139534883721,45.8333333333333,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,450.083333333333,10,0.889546287383207,0.58097634071836,1.24178931255045,66.8309523809524,226.833333333333,231.416666666667,70,777.777777777778,373586.105235031,17.0166586077011,9.6279257273546,0,11,10,3,111.111111111111,28,2.8,5,1.17,1,100,100,40,39.2857142857143,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,450.083333333333,10,0.889546287383207,0.58097634071836,1.24178931255045,66.8309523809524,226.833333333333,231.416666666667,70,777.777777777778,373586.105235031,17.0166586077011,9.6279257273546,1,11,10,3,111.111111111111,28,2.8,5,1.17,1,100,100,40,39.2857142857143,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,500.083333333333,10,0.888464760192496,0.462324922629056,1.73823686243333,107.038333333333,266.341666666667,280,50,555.555555555556,419441.489988543,25.2999268473523,13.4013797446434,1,12,12,3,133.333333333333,29,2.41666666666667,4,1.11111111111111,1,100,100,58,41.3793103448276,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,500.083333333333,10,0.888464760192496,0.462324922629056,1.73823686243333,107.038333333333,266.341666666667,280,50,555.555555555556,419441.489988543,25.2999268473523,13.4013797446434,0,12,12,3,133.333333333333,29,2.41666666666667,4,1.11111111111111,1,100,100,58,41.3793103448276,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,550.083333333333,10,0.889673455742508,0.69282259233009,1.22966760903252,62.1818181818182,266.020833333333,305,66,733.333333333333,328589.640527045,16.6265528253276,9.31684037147542,1,7,7,1,77.7777777777778,15,2.14285714285714,3,1.04761904761905,1,100,100,22.7272727272727,46.6666666666667,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,550.083333333333,10,0.889673455742508,0.69282259233009,1.22966760903252,62.1818181818182,266.020833333333,305,66,733.333333333333,328589.640527045,16.6265528253276,9.31684037147542,0,7,7,1,77.7777777777778,15,2.14285714285714,3,1.04761904761905,1,100,100,22.7272727272727,46.6666666666667,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,600,10,0.888522180148813,0.441666379139019,1.71019017372192,77.125730994152,221.1,339.416666666667,57,633.333333333333,378997.671867209,23.9859790432432,13.368370044126,1,17,11,6,122.222222222222,39,3.54545454545455,10,1.34848484848485,1.04040404040404,81.8181818181818,66.6666666666667,68.421052631579,43.5897435897436,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_1_SEED_18782,600,10,0.888522180148813,0.441666379139019,1.71019017372192,77.125730994152,221.1,339.416666666667,57,633.333333333333,378997.671867209,23.9859790432432,13.368370044126,0,17,11,6,122.222222222222,39,3.54545454545455,10,1.34848484848485,1.04040404040404,81.8181818181818,66.6666666666667,68.421052631579,43.5897435897436,1,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,400.083333333333,10,0.889548047322342,0.580318946128244,0.975043800501626,47.9419831223629,199.8,222.75,79,877.777777777778,316894.525922144,15.0806644170687,9.12788476339668,0,12,12,1,133.333333333333,26,2.16666666666667,4,1.04166666666667,1,100,100,32.9113924050633,46.1538461538462,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,400.083333333333,10,0.889548047322342,0.580318946128244,0.975043800501626,47.9419831223629,199.8,222.75,79,877.777777777778,316894.525922144,15.0806644170687,9.12788476339668,1,12,12,1,133.333333333333,26,2.16666666666667,4,1.04166666666667,1,100,100,32.9113924050633,46.1538461538462,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,450.083333333333,10,0.889316406660562,0.477373508202255,1.69801303719782,109.457317073171,255.5,272.75,41,455.555555555556,393916.990281149,29.866946935565,15.767436009032,0,8,7,1,77.7777777777778,16,2.28571428571429,4,1.14285714285714,1.04761904761905,85.7142857142857,0,39.0243902439024,50,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,450.083333333333,10,0.889316406660562,0.477373508202255,1.69801303719782,109.457317073171,255.5,272.75,41,455.555555555556,393916.990281149,29.866946935565,15.767436009032,1,8,7,1,77.7777777777778,16,2.28571428571429,4,1.14285714285714,1.04761904761905,85.7142857142857,0,39.0243902439024,50,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,500.083333333333,10,0.890322324347516,0.618272430121428,1.09729540568165,71.6906565656566,230.020833333333,305.583333333333,66,733.333333333333,381890.699617567,18.0573439262793,10.1835031335341,1,9,9,1,100,20,2.22222222222222,4,1.11111111111111,1.03703703703704,88.8888888888889,0,30.3030303030303,45,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,500.083333333333,10,0.890322324347516,0.618272430121428,1.09729540568165,71.6906565656566,230.020833333333,305.583333333333,66,733.333333333333,381890.699617567,18.0573439262793,10.1835031335341,0,9,9,1,100,20,2.22222222222222,4,1.11111111111111,1.03703703703704,88.8888888888889,0,30.3030303030303,45,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,550.083333333333,10,0.89044782161221,0.682298937652389,1.09835129151518,72.1926229508197,282.5,355.583333333333,61,677.777777777778,351246.402459861,17.8865663174116,9.757913554534,0,5,5,0,55.5555555555556,10,2,2,1,1,100,0,16.3934426229508,50,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,550.083333333333,10,0.89044782161221,0.682298937652389,1.09835129151518,72.1926229508197,282.5,355.583333333333,61,677.777777777778,351246.402459861,17.8865663174116,9.757913554534,1,5,5,0,55.5555555555556,10,2,2,1,1,100,0,16.3934426229508,50,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,600,10,0.889439278102176,0.458949131889966,1.64995671225784,101.09375,263.354166666667,399.083333333333,48,533.333333333333,419911.608010423,28.1700136808272,15.0110553391244,0,8,8,0,88.8888888888889,16,2,2,1,1,100,0,33.3333333333333,50,2,1,0
18782,setup_ENV_0_GRAFT_1_SPE_2_SEED_18782,600,10,0.889439278102176,0.458949131889966,1.64995671225784,101.09375,263.354166666667,399.083333333333,48,533.333333333333,419911.608010423,28.1700136808272,15.0110553391244,1,8,8,0,88.8888888888889,16,2,2,1,1,100,0,33.3333333333333,50,2,1,0
