k,p_k,SPE,ENV,GRAFT,SEED,setup,year
3,0.0625,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,500.083333333333
1,0.557377049180328,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,550.083333333333
2,0.344262295081967,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,550.083333333333
3,0.0983606557377049,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,550.083333333333
1,0.64,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,600
2,0.28,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,600
3,0.08,2,4,0,18782,setup_ENV_4_GRAFT_0_SPE_2_SEED_18782,600
1,0.05,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
2,0.116666666666667,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
3,0.233333333333333,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
4,0.283333333333333,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
5,0.1,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
6,0.0833333333333333,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
7,0.0833333333333333,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
8,0.05,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,400.083333333333
1,0.0833333333333333,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
2,0.111111111111111,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
3,0.277777777777778,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
4,0.222222222222222,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
5,0.194444444444444,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
6,0.0416666666666667,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
7,0.0277777777777778,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
8,0.0416666666666667,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,450.083333333333
1,0.151162790697674,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
2,0.232558139534884,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
3,0.244186046511628,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
4,0.116279069767442,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
5,0.104651162790698,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
6,0.0813953488372093,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
7,0.0348837209302326,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
8,0.0232558139534884,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
10,0.0116279069767442,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,500.083333333333
1,0.0526315789473684,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
2,0.210526315789474,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
3,0.25,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
4,0.171052631578947,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
5,0.0789473684210526,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
6,0.118421052631579,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
7,0.0789473684210526,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
8,0.0263157894736842,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
9,0.0131578947368421,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,550.083333333333
1,0.114754098360656,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
2,0.131147540983607,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
3,0.295081967213115,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
4,0.147540983606557,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
5,0.0983606557377049,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
6,0.0655737704918033,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
7,0.0983606557377049,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
8,0.0327868852459016,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
9,0.0163934426229508,0,4,1,18782,setup_ENV_4_GRAFT_1_SPE_0_SEED_18782,600
1,0.386666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,400.083333333333
2,0.36,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,400.083333333333
3,0.173333333333333,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,400.083333333333
4,0.0533333333333333,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,400.083333333333
5,0.0266666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,400.083333333333
1,0.410714285714286,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,450.083333333333
2,0.410714285714286,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,450.083333333333
3,0.125,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,450.083333333333
4,0.0535714285714286,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,450.083333333333
1,0.4,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,500.083333333333
2,0.366666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,500.083333333333
3,0.183333333333333,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,500.083333333333
4,0.0333333333333333,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,500.083333333333
5,0.0166666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,500.083333333333
1,0.274193548387097,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,550.083333333333
2,0.403225806451613,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,550.083333333333
3,0.258064516129032,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,550.083333333333
4,0.0483870967741936,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,550.083333333333
5,0.0161290322580645,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,550.083333333333
1,0.366666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,600
2,0.3,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,600
3,0.2,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,600
4,0.116666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,600
6,0.0166666666666667,1,4,1,18782,setup_ENV_4_GRAFT_1_SPE_1_SEED_18782,600
1,0.490196078431373,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,400.083333333333
2,0.352941176470588,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,400.083333333333
3,0.137254901960784,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,400.083333333333
4,0.0196078431372549,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,400.083333333333
1,0.391304347826087,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,450.083333333333
2,0.347826086956522,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,450.083333333333
3,0.217391304347826,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,450.083333333333
4,0.0434782608695652,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,450.083333333333
1,0.578947368421053,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,500.083333333333
2,0.289473684210526,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,500.083333333333
3,0.105263157894737,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,500.083333333333
4,0.0263157894736842,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,500.083333333333
1,0.653061224489796,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,550.083333333333
2,0.306122448979592,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,550.083333333333
3,0.0408163265306122,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,550.083333333333
1,0.563380281690141,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,600
2,0.253521126760563,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,600
3,0.169014084507042,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,600
4,0.0140845070422535,2,4,1,18782,setup_ENV_4_GRAFT_1_SPE_2_SEED_18782,600
1,0.5,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,400.083333333333
2,0.296875,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,400.083333333333
3,0.1875,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,400.083333333333
4,0.015625,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,400.083333333333
1,0.547169811320755,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,450.083333333333
2,0.358490566037736,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,450.083333333333
3,0.0943396226415094,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,450.083333333333
1,0.595744680851064,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,500.083333333333
2,0.319148936170213,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,500.083333333333
3,0.0851063829787234,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,500.083333333333
1,0.384615384615385,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,550.083333333333
2,0.523076923076923,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,550.083333333333
3,0.0769230769230769,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,550.083333333333
4,0.0153846153846154,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,550.083333333333
1,0.5,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,600
2,0.416666666666667,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,600
3,0.0833333333333333,0,4,2,18782,setup_ENV_4_GRAFT_2_SPE_0_SEED_18782,600
1,0.696428571428571,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,400.083333333333
2,0.285714285714286,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,400.083333333333
3,0.0178571428571429,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,400.083333333333
1,0.633333333333333,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,450.083333333333
2,0.333333333333333,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,450.083333333333
3,0.0333333333333333,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,450.083333333333
1,0.48936170212766,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,500.083333333333
2,0.404255319148936,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,500.083333333333
3,0.106382978723404,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,500.083333333333
1,0.68,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,550.083333333333
2,0.24,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,550.083333333333
3,0.08,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,550.083333333333
1,0.743589743589744,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,600
2,0.230769230769231,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,600
3,0.0256410256410256,1,4,2,18782,setup_ENV_4_GRAFT_2_SPE_1_SEED_18782,600
1,0.727272727272727,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,400.083333333333
2,0.272727272727273,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,400.083333333333
1,0.7,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,450.083333333333
2,0.3,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,450.083333333333
1,0.714285714285714,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,500.083333333333
2,0.285714285714286,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,500.083333333333
1,0.733333333333333,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,550.083333333333
2,0.266666666666667,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,550.083333333333
1,0.818181818181818,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,600
2,0.181818181818182,2,4,2,18782,setup_ENV_4_GRAFT_2_SPE_2_SEED_18782,600
1,0.2875,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,400.083333333333
2,0.4,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,400.083333333333
3,0.2375,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,400.083333333333
4,0.075,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,400.083333333333
1,0.407407407407407,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,450.083333333333
2,0.481481481481482,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,450.083333333333
3,0.111111111111111,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,450.083333333333
1,0.553191489361702,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,500.083333333333
2,0.297872340425532,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,500.083333333333
3,0.127659574468085,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,500.083333333333
4,0.0212765957446809,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,500.083333333333
1,0.432432432432432,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,550.083333333333
2,0.432432432432432,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,550.083333333333
3,0.108108108108108,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,550.083333333333
4,0.027027027027027,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,550.083333333333
1,0.428571428571429,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,600
2,0.317460317460317,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,600
3,0.206349206349206,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,600
4,0.0476190476190476,0,4,3,18782,setup_ENV_4_GRAFT_3_SPE_0_SEED_18782,600
1,0.725806451612903,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,400.083333333333
2,0.258064516129032,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,400.083333333333
3,0.0161290322580645,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,400.083333333333
1,0.5,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,450.083333333333
2,0.444444444444444,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,450.083333333333
3,0.0555555555555556,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,450.083333333333
1,0.487179487179487,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,500.083333333333
2,0.487179487179487,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,500.083333333333
3,0.0256410256410256,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,500.083333333333
1,0.574468085106383,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,550.083333333333
2,0.361702127659575,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,550.083333333333
3,0.0638297872340426,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,550.083333333333
1,0.653061224489796,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,600
2,0.183673469387755,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,600
3,0.122448979591837,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,600
4,0.0408163265306122,1,4,3,18782,setup_ENV_4_GRAFT_3_SPE_1_SEED_18782,600
1,0.7,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,400.083333333333
2,0.2,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,400.083333333333
3,0.1,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,400.083333333333
1,0.785714285714286,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,450.083333333333
2,0.19047619047619,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,450.083333333333
3,0.0238095238095238,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,450.083333333333
1,0.8,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,500.083333333333
2,0.2,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,500.083333333333
1,0.709677419354839,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,550.083333333333
2,0.290322580645161,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,550.083333333333
1,0.742857142857143,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,600
2,0.2,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,600
3,0.0571428571428571,2,4,3,18782,setup_ENV_4_GRAFT_3_SPE_2_SEED_18782,600
1,0.108108108108108,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
2,0.310810810810811,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
3,0.324324324324324,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
4,0.189189189189189,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
5,0.0405405405405405,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
6,0.0135135135135135,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
7,0.0135135135135135,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,400.083333333333
1,0.191489361702128,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
2,0.234042553191489,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
3,0.25531914893617,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
4,0.159574468085106,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
5,0.127659574468085,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
6,0.0106382978723404,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
7,0.0106382978723404,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
11,0.0106382978723404,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,450.083333333333
1,0.180555555555556,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
2,0.222222222222222,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
3,0.208333333333333,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
4,0.222222222222222,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
5,0.0972222222222222,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
6,0.0555555555555556,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
7,0.0138888888888889,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,500.083333333333
1,0.17910447761194,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
2,0.149253731343284,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
3,0.26865671641791,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
4,0.134328358208955,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
5,0.17910447761194,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
6,0.0746268656716418,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
8,0.0149253731343284,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,550.083333333333
1,0.193548387096774,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
2,0.209677419354839,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
3,0.241935483870968,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
4,0.161290322580645,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
5,0.0967741935483871,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
6,0.0645161290322581,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
7,0.0161290322580645,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
8,0.0161290322580645,0,5,0,18782,setup_ENV_5_GRAFT_0_SPE_0_SEED_18782,600
1,0.416666666666667,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,400.083333333333
2,0.347222222222222,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,400.083333333333
3,0.180555555555556,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,400.083333333333
4,0.0416666666666667,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,400.083333333333
5,0.0138888888888889,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,400.083333333333
1,0.375,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,450.083333333333
2,0.339285714285714,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,450.083333333333
3,0.214285714285714,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,450.083333333333
4,0.0535714285714286,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,450.083333333333
5,0.0178571428571429,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,450.083333333333
1,0.365079365079365,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,500.083333333333
2,0.26984126984127,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,500.083333333333
3,0.253968253968254,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,500.083333333333
4,0.0952380952380952,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,500.083333333333
5,0.0158730158730159,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,500.083333333333
1,0.514705882352941,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,550.083333333333
2,0.308823529411765,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,550.083333333333
3,0.147058823529412,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,550.083333333333
4,0.0147058823529412,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,550.083333333333
5,0.0147058823529412,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,550.083333333333
1,0.452830188679245,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,600
2,0.433962264150943,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,600
3,0.113207547169811,1,5,0,18782,setup_ENV_5_GRAFT_0_SPE_1_SEED_18782,600
1,0.566037735849057,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,400.083333333333
2,0.245283018867925,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,400.083333333333
3,0.188679245283019,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,400.083333333333
1,0.613333333333333,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,450.083333333333
2,0.253333333333333,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,450.083333333333
3,0.106666666666667,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,450.083333333333
4,0.0266666666666667,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,450.083333333333
1,0.558139534883721,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,500.083333333333
2,0.255813953488372,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,500.083333333333
3,0.116279069767442,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,500.083333333333
4,0.0465116279069768,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,500.083333333333
5,0.0232558139534884,2,5,0,18782,setup_ENV_5_GRAFT_0_SPE_2_SEED_18782,500.083333333333
