k,p_k,SPE,ENV,GRAFT,SEED,setup,year
5,0.0476190476190476,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,450.083333333333
1,0.326923076923077,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,500.083333333333
2,0.230769230769231,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,500.083333333333
3,0.211538461538462,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,500.083333333333
4,0.192307692307692,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,500.083333333333
5,0.0192307692307692,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,500.083333333333
7,0.0192307692307692,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,500.083333333333
1,0.362068965517241,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,550.083333333333
2,0.344827586206897,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,550.083333333333
3,0.258620689655172,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,550.083333333333
4,0.0344827586206897,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,550.083333333333
1,0.394736842105263,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,600
2,0.342105263157895,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,600
3,0.184210526315789,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,600
5,0.0526315789473684,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,600
6,0.0263157894736842,0,0,0,6844,setup_ENV_0_GRAFT_0_SPE_0_SEED_6844,600
1,0.58974358974359,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,400.083333333333
2,0.307692307692308,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,400.083333333333
3,0.0769230769230769,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,400.083333333333
4,0.0256410256410256,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,400.083333333333
1,0.722222222222222,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,450.083333333333
2,0.277777777777778,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,450.083333333333
1,0.516129032258065,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,500.083333333333
2,0.419354838709677,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,500.083333333333
3,0.0645161290322581,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,500.083333333333
1,0.666666666666667,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,550.083333333333
2,0.296296296296296,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,550.083333333333
4,0.037037037037037,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,550.083333333333
1,0.484848484848485,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,600
2,0.454545454545455,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,600
3,0.0606060606060606,1,0,0,6844,setup_ENV_0_GRAFT_0_SPE_1_SEED_6844,600
1,0.692307692307692,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,400.083333333333
2,0.307692307692308,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,400.083333333333
1,0.652173913043478,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,450.083333333333
2,0.260869565217391,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,450.083333333333
3,0.0434782608695652,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,450.083333333333
4,0.0434782608695652,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,450.083333333333
1,0.714285714285714,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,500.083333333333
2,0.142857142857143,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,500.083333333333
3,0.142857142857143,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,500.083333333333
1,0.769230769230769,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,550.083333333333
2,0.230769230769231,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,550.083333333333
1,0.785714285714286,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,600
2,0.0714285714285714,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,600
3,0.0714285714285714,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,600
4,0.0714285714285714,2,0,0,6844,setup_ENV_0_GRAFT_0_SPE_2_SEED_6844,600
1,0.309859154929577,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,400.083333333333
2,0.352112676056338,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,400.083333333333
3,0.183098591549296,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,400.083333333333
4,0.0845070422535211,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,400.083333333333
5,0.0704225352112676,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,400.083333333333
1,0.365384615384615,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,450.083333333333
2,0.365384615384615,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,450.083333333333
3,0.192307692307692,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,450.083333333333
4,0.0576923076923077,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,450.083333333333
5,0.0192307692307692,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,450.083333333333
1,0.375,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,500.083333333333
2,0.15,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,500.083333333333
3,0.225,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,500.083333333333
4,0.1,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,500.083333333333
5,0.1,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,500.083333333333
6,0.05,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,500.083333333333
1,0.225806451612903,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,550.083333333333
2,0.258064516129032,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,550.083333333333
3,0.258064516129032,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,550.083333333333
4,0.193548387096774,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,550.083333333333
5,0.032258064516129,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,550.083333333333
6,0.032258064516129,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,550.083333333333
1,0.487179487179487,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,600
2,0.358974358974359,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,600
3,0.128205128205128,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,600
4,0.0256410256410256,0,0,1,6844,setup_ENV_0_GRAFT_1_SPE_0_SEED_6844,600
1,0.606060606060606,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,400.083333333333
2,0.333333333333333,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,400.083333333333
3,0.0606060606060606,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,400.083333333333
1,0.714285714285714,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,450.083333333333
2,0.285714285714286,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,450.083333333333
1,0.714285714285714,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,500.083333333333
2,0.238095238095238,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,500.083333333333
3,0.0476190476190476,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,500.083333333333
1,0.730769230769231,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,550.083333333333
2,0.153846153846154,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,550.083333333333
3,0.115384615384615,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,550.083333333333
1,0.761904761904762,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,600
2,0.119047619047619,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,600
3,0.0952380952380952,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,600
4,0.0238095238095238,1,0,1,6844,setup_ENV_0_GRAFT_1_SPE_1_SEED_6844,600
1,1,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,400.083333333333
1,0.823529411764706,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,450.083333333333
2,0.176470588235294,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,450.083333333333
1,0.730769230769231,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,500.083333333333
2,0.230769230769231,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,500.083333333333
3,0.0384615384615385,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,500.083333333333
1,0.857142857142857,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,550.083333333333
2,0.142857142857143,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,550.083333333333
1,0.857142857142857,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,600
2,0.142857142857143,2,0,1,6844,setup_ENV_0_GRAFT_1_SPE_2_SEED_6844,600
1,0.675675675675676,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,400.083333333333
2,0.297297297297297,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,400.083333333333
3,0.027027027027027,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,400.083333333333
1,0.473684210526316,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,450.083333333333
2,0.368421052631579,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,450.083333333333
3,0.157894736842105,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,450.083333333333
1,0.565217391304348,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,500.083333333333
2,0.347826086956522,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,500.083333333333
3,0.0869565217391304,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,500.083333333333
1,0.514285714285714,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,550.083333333333
2,0.4,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,550.083333333333
3,0.0571428571428571,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,550.083333333333
4,0.0285714285714286,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,550.083333333333
1,0.542857142857143,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,600
2,0.342857142857143,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,600
3,0.0857142857142857,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,600
4,0.0285714285714286,0,0,2,6844,setup_ENV_0_GRAFT_2_SPE_0_SEED_6844,600
1,0.64,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,400.083333333333
2,0.28,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,400.083333333333
3,0.08,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,400.083333333333
1,1,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,450.083333333333
1,0.810810810810811,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,500.083333333333
2,0.189189189189189,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,500.083333333333
1,0.5,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,550.083333333333
2,0.5,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,550.083333333333
1,0.529411764705882,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,600
2,0.411764705882353,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,600
3,0.0588235294117647,1,0,2,6844,setup_ENV_0_GRAFT_2_SPE_1_SEED_6844,600
1,0.75,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,400.083333333333
2,0.125,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,400.083333333333
3,0.125,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,400.083333333333
1,0.941176470588235,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,450.083333333333
2,0.0588235294117647,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,450.083333333333
1,0.857142857142857,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,500.083333333333
2,0.142857142857143,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,500.083333333333
1,1,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,550.083333333333
1,1,2,0,2,6844,setup_ENV_0_GRAFT_2_SPE_2_SEED_6844,600
1,0.483870967741936,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,400.083333333333
2,0.451612903225806,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,400.083333333333
3,0.032258064516129,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,400.083333333333
4,0.032258064516129,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,400.083333333333
1,0.571428571428571,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,450.083333333333
2,0.380952380952381,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,450.083333333333
3,0.0476190476190476,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,450.083333333333
1,0.653846153846154,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,500.083333333333
2,0.307692307692308,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,500.083333333333
3,0.0384615384615385,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,500.083333333333
1,0.666666666666667,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,550.083333333333
2,0.259259259259259,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,550.083333333333
3,0.0740740740740741,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,550.083333333333
1,0.488888888888889,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,600
2,0.422222222222222,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,600
3,0.0888888888888889,0,0,3,6844,setup_ENV_0_GRAFT_3_SPE_0_SEED_6844,600
1,0.869565217391304,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,400.083333333333
2,0.130434782608696,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,400.083333333333
1,0.9,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,450.083333333333
2,0.1,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,450.083333333333
1,0.8,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,500.083333333333
2,0.2,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,500.083333333333
1,0.909090909090909,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,550.083333333333
2,0.0909090909090909,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,550.083333333333
1,0.869565217391304,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,600
2,0.130434782608696,1,0,3,6844,setup_ENV_0_GRAFT_3_SPE_1_SEED_6844,600
1,0.909090909090909,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,400.083333333333
2,0.0909090909090909,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,400.083333333333
1,1,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,450.083333333333
1,0.714285714285714,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,500.083333333333
2,0.285714285714286,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,500.083333333333
1,0.857142857142857,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,550.083333333333
2,0.142857142857143,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,550.083333333333
1,0.941176470588235,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,600
2,0.0588235294117647,2,0,3,6844,setup_ENV_0_GRAFT_3_SPE_2_SEED_6844,600
1,0.166666666666667,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,400.083333333333
2,0.214285714285714,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,400.083333333333
3,0.285714285714286,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,400.083333333333
4,0.238095238095238,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,400.083333333333
5,0.0714285714285714,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,400.083333333333
6,0.0238095238095238,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,400.083333333333
1,0.263157894736842,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,450.083333333333
2,0.394736842105263,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,450.083333333333
3,0.263157894736842,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,450.083333333333
4,0.0789473684210526,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,450.083333333333
1,0.285714285714286,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,500.083333333333
2,0.36734693877551,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,500.083333333333
3,0.224489795918367,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,500.083333333333
4,0.0408163265306122,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,500.083333333333
5,0.0612244897959184,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,500.083333333333
6,0.0204081632653061,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,500.083333333333
1,0.271604938271605,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,550.083333333333
2,0.333333333333333,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,550.083333333333
3,0.209876543209877,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,550.083333333333
4,0.135802469135802,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,550.083333333333
5,0.037037037037037,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,550.083333333333
6,0.0123456790123457,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,550.083333333333
1,0.134615384615385,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,600
2,0.269230769230769,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,600
3,0.307692307692308,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,600
4,0.230769230769231,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,600
5,0.0576923076923077,0,1,0,6844,setup_ENV_1_GRAFT_0_SPE_0_SEED_6844,600
1,0.409090909090909,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,400.083333333333
2,0.363636363636364,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,400.083333333333
3,0.227272727272727,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,400.083333333333
1,0.5,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,450.083333333333
2,0.423076923076923,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,450.083333333333
3,0.0384615384615385,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,450.083333333333
4,0.0384615384615385,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,450.083333333333
1,0.5,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,500.083333333333
2,0.5,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,500.083333333333
1,0.923076923076923,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,550.083333333333
2,0.0769230769230769,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,550.083333333333
1,0.777777777777778,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,600
2,0.185185185185185,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,600
3,0.037037037037037,1,1,0,6844,setup_ENV_1_GRAFT_0_SPE_1_SEED_6844,600
1,0.772727272727273,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,400.083333333333
2,0.181818181818182,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,400.083333333333
3,0.0454545454545455,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,400.083333333333
1,0.888888888888889,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,450.083333333333
2,0.111111111111111,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,450.083333333333
1,0.933333333333333,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,500.083333333333
2,0.0666666666666667,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,500.083333333333
1,0.857142857142857,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,550.083333333333
2,0.142857142857143,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,550.083333333333
1,0.866666666666667,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,600
2,0.133333333333333,2,1,0,6844,setup_ENV_1_GRAFT_0_SPE_2_SEED_6844,600
1,0.169811320754717,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,400.083333333333
2,0.283018867924528,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,400.083333333333
3,0.433962264150943,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,400.083333333333
4,0.113207547169811,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,400.083333333333
1,0.357142857142857,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,450.083333333333
2,0.30952380952381,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,450.083333333333
3,0.261904761904762,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,450.083333333333
4,0.0714285714285714,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,450.083333333333
1,0.285714285714286,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,500.083333333333
2,0.357142857142857,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,500.083333333333
3,0.19047619047619,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,500.083333333333
4,0.119047619047619,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,500.083333333333
5,0.0476190476190476,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,500.083333333333
1,0.2,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,550.083333333333
2,0.475,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,550.083333333333
3,0.2,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,550.083333333333
4,0.125,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,550.083333333333
1,0.354838709677419,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,600
2,0.387096774193548,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,600
3,0.225806451612903,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,600
4,0.032258064516129,0,1,1,6844,setup_ENV_1_GRAFT_1_SPE_0_SEED_6844,600
1,0.483870967741936,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,400.083333333333
2,0.354838709677419,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,400.083333333333
3,0.161290322580645,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,400.083333333333
1,0.71875,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,450.083333333333
2,0.25,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,450.083333333333
3,0.03125,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,450.083333333333
1,0.75,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,500.083333333333
2,0.15,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,500.083333333333
3,0.05,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,500.083333333333
4,0.05,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,500.083333333333
1,0.678571428571429,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,550.083333333333
2,0.285714285714286,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,550.083333333333
3,0.0357142857142857,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,550.083333333333
1,0.6,1,1,1,6844,setup_ENV_1_GRAFT_1_SPE_1_SEED_6844,600
