setup,year,groupSize,noLinks,groupID,dist_mean,dist_max,shape,gIDpy,SEED,ROOTING,RESOURCES,GRAFTING
setup_ENV_2_GRAFT_3_SPE_0_SEED_18782,600,6,6,gID_2,3.75849876603587,4.27526241563892,1.2,gID_6,18782,0,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,2,1,gID_1,2.50465407614525,2.50465407614525,1,gID_1,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,2,1,gID_3,2.19232896009939,2.19232896009939,1,gID_5,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,2,1,gID_5,4.05019318049852,4.05019318049852,1,gID_12,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,2,1,gID_6,2.85958856454719,2.85958856454719,1,gID_13,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,2,1,gID_7,3.28244152126451,3.28244152126451,1,gID_25,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,3,2,gID_2,4.14668228508676,4.56153940178313,1,gID_3,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,3,2,gID_4,3.51976725028491,4.31857071722259,1,gID_10,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,400.083333333333,3,3,gID_8,2.69844872232065,3.34951880212642,1.5,gID_28,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,450.083333333333,2,1,gID_2,4.05019318049852,4.05019318049852,1,gID_6,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,450.083333333333,2,1,gID_3,2.45726261053063,2.45726261053063,1,gID_16,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,450.083333333333,2,1,gID_4,2.20448435823422,2.20448435823422,1,gID_22,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,450.083333333333,2,1,gID_6,1.86222800145402,1.86222800145402,1,gID_30,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,450.083333333333,3,2,gID_1,3.51976725028491,4.31857071722259,1,gID_4,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,450.083333333333,5,4,gID_5,1.87961315207925,2.33044242279824,1,gID_24,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,2,1,gID_1,2.45726261053063,2.45726261053063,1,gID_7,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,2,1,gID_10,0.697034435005383,0.697034435005383,1,gID_54,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,2,1,gID_11,0.937377874910894,0.937377874910894,1,gID_55,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,2,1,gID_12,0.495389597180801,0.495389597180801,1,gID_60,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,2,1,gID_4,1.66032365128917,1.66032365128917,1,gID_26,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,2,1,gID_8,1.5993913256646,1.5993913256646,1,gID_41,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,3,2,gID_2,2.95089456865296,3.69730477907169,1,gID_11,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,3,2,gID_5,1.86108530889151,2.09468683200122,1,gID_27,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,3,2,gID_9,0.87313361887289,1.02523074213139,1,gID_49,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,500.083333333333,5,7,gID_3,2.42294176233281,3.65591685649582,1.75,gID_14,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,2,1,gID_1,5.32456084410816,5.32456084410816,1,gID_2,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,2,1,gID_4,2.88155734250891,2.88155734250891,1,gID_19,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,2,1,gID_5,2.72669699933266,2.72669699933266,1,gID_23,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,2,1,gID_6,2.53545229824166,2.53545229824166,1,gID_27,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,2,1,gID_8,2.05842384049812,2.05842384049812,1,gID_32,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,2,1,gID_9,1.37582912414863,1.37582912414863,1,gID_37,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,3,2,gID_10,1.081499588712,1.22233525928432,1,gID_46,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,3,2,gID_3,2.55367515162851,3.47986651747522,1,gID_16,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,4,3,gID_2,3.29205360385053,3.97437167424569,1,gID_5,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,550.083333333333,4,3,gID_7,2.34204435491002,2.57380270751944,1,gID_30,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,2,1,gID_2,4.42723730846658,4.42723730846658,1,gID_5,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,2,1,gID_5,2.91966178992483,2.91966178992483,1,gID_16,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,2,1,gID_6,2.72669699933266,2.72669699933266,1,gID_18,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,2,1,gID_7,2.53545229824166,2.53545229824166,1,gID_22,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,2,1,gID_8,1.98152188569676,1.98152188569676,1,gID_30,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,2,1,gID_9,1.57429286446725,1.57429286446725,1,gID_34,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,3,2,gID_1,2.95089456865296,3.69730477907169,1,gID_2,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,3,2,gID_3,2.55367515162851,3.47986651747522,1,gID_10,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_1_SEED_18782,600,3,2,gID_4,3.41506250498271,3.9485676674565,1,gID_14,18782,1,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,400.083333333333,2,1,gID_1,2.46463841783552,2.46463841783552,1,gID_7,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,400.083333333333,2,1,gID_2,1.78869129295779,1.78869129295779,1,gID_13,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,400.083333333333,2,1,gID_3,2.2990305995241,2.2990305995241,1,gID_20,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,450.083333333333,2,1,gID_1,1.78869129295779,1.78869129295779,1,gID_7,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,450.083333333333,2,1,gID_4,1.20907899150893,1.20907899150893,1,gID_26,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,450.083333333333,2,1,gID_5,1.61888730274881,1.61888730274881,1,gID_35,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,500.083333333333,2,1,gID_1,2.83483524921079,2.83483524921079,1,gID_9,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,500.083333333333,2,1,gID_2,2.41434269702468,2.41434269702468,1,gID_12,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,500.083333333333,2,1,gID_3,2.15245421527253,2.15245421527253,1,gID_15,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,500.083333333333,2,1,gID_4,1.9013581890442,1.9013581890442,1,gID_23,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,500.083333333333,2,1,gID_5,1.51858704640122,1.51858704640122,1,gID_26,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,500.083333333333,2,1,gID_6,1.33510426588997,1.33510426588997,1,gID_36,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,550.083333333333,2,1,gID_1,3.99628073809782,3.99628073809782,1,gID_8,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,550.083333333333,2,1,gID_2,2.15245421527253,2.15245421527253,1,gID_10,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,550.083333333333,2,1,gID_3,3.08030255291616,3.08030255291616,1,gID_13,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,550.083333333333,2,1,gID_5,1.63474278075173,1.63474278075173,1,gID_33,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_1,4.15938621517937,4.15938621517937,1,gID_2,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_2,3.99628073809782,3.99628073809782,1,gID_3,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_3,2.15245421527253,2.15245421527253,1,gID_5,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_4,3.31916147249056,3.31916147249056,1,gID_17,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_5,1.63474278075173,1.63474278075173,1,gID_22,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_6,2.81662714171522,2.81662714171522,1,gID_25,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_7,1.3140958382976,1.3140958382976,1,gID_32,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_8,1.42474977252588,1.42474977252588,1,gID_37,18782,2,2,3
setup_ENV_2_GRAFT_3_SPE_2_SEED_18782,600,2,1,gID_9,0.62765399719659,0.62765399719659,1,gID_47,18782,2,2,3
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,400.083333333333,2,1,gID_3,2.17193760501373,2.17193760501373,1,gID_5,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,400.083333333333,2,1,gID_5,3.29615920716038,3.29615920716038,1,gID_47,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,400.083333333333,3,2,gID_2,5.37557811602112,5.6197600312702,1,gID_13,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,400.083333333333,3,3,gID_4,3.50666372668432,4.25240585786439,1.5,gID_44,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,400.083333333333,38,59,gID_1,3.88620676294366,6.65917489349715,1.59459459459459,gID_16,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,450.083333333333,2,1,gID_3,2.17193760501373,2.17193760501373,1,gID_5,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,450.083333333333,17,17,gID_1,3.87727339311486,6.60993366239944,1.0625,gID_43,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,450.083333333333,23,30,gID_2,4.7287968326668,7.03495971810929,1.36363636363636,gID_16,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,2,1,gID_3,4.88241446083072,4.88241446083072,1,gID_21,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,2,1,gID_4,2.91810414023355,2.91810414023355,1,gID_22,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,3,2,gID_6,4.23348959256965,5.17081997797892,1,gID_20,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,3,2,gID_7,1.92724682512738,2.31760450519756,1,gID_24,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,3,3,gID_10,0.884583974374904,1.20244339850988,1.5,gID_57,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,4,3,gID_1,5.4312080057208,5.85735724054927,1,gID_14,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,4,3,gID_9,0.837945714888334,0.881388819564323,1,gID_51,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,5,8,gID_5,4.2135237476952,5.67500331218254,2,gID_10,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,6,6,gID_8,1.42493119506523,2.02110961981242,1.2,gID_49,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,500.083333333333,19,22,gID_2,3.55848242346019,6.06655488739025,1.22222222222222,gID_8,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,2,1,gID_5,1.12517323622942,1.12517323622942,1,gID_32,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,2,1,gID_6,1.62801197677773,1.62801197677773,1,gID_36,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,4,3,gID_2,3.01786869931443,3.81789745251219,1,gID_14,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,4,4,gID_7,1.35379516616808,2.28646042735311,1.33333333333333,gID_38,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,5,4,gID_4,5.56204822156764,7.2062504047963,1,gID_13,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,6,7,gID_3,5.28425364432365,6.16296522005797,1.4,gID_5,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,550.083333333333,13,20,gID_1,4.25092705983815,6.02776058945381,1.66666666666667,gID_25,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,600,2,1,gID_2,7.15759697212582,7.15759697212582,1,gID_17,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,600,2,1,gID_3,4.75418463427918,4.75418463427918,1,gID_28,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,600,2,1,gID_4,0.605076528606352,0.605076528606352,1,gID_33,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,600,24,25,gID_1,4.94202891502423,6.93412667616019,1.08695652173913,gID_11,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_0_SEED_32189,600,24,25,gID_1,4.94202891502423,6.93412667616019,1.08695652173913,gID_30,32189,0,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,2,1,gID_1,4.51961699428449,4.51961699428449,1,gID_22,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,2,1,gID_5,2.54481790982566,2.54481790982566,1,gID_19,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,2,1,gID_7,1.32903770977109,1.32903770977109,1,gID_31,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,3,2,gID_8,1.43726601448509,1.75990526110126,1,gID_40,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,3,3,gID_6,3.27318220621776,4.28666592962686,1.5,gID_24,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,4,4,gID_2,2.77577044322336,3.67127072062383,1.33333333333333,gID_5,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,4,4,gID_9,1.29146607002686,1.42222104351387,1.33333333333333,gID_48,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,5,5,gID_4,4.63736720004844,5.9471545838017,1.25,gID_10,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,400.083333333333,7,10,gID_3,3.53408491364555,5.29208436814288,1.66666666666667,gID_26,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,2,1,gID_1,2.03943500841214,2.03943500841214,1,gID_3,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,2,1,gID_10,0.670730241709904,0.670730241709904,1,gID_45,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,2,1,gID_11,0.598448913533915,0.598448913533915,1,gID_58,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,2,1,gID_3,4.54372872268528,4.54372872268528,1,gID_17,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,2,1,gID_9,0.771107696950834,0.771107696950834,1,gID_55,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,3,2,gID_12,0.690758987105162,0.697250943269611,1,gID_57,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,3,2,gID_2,4.44584172043498,4.66613083544397,1,gID_6,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,4,3,gID_6,2.6220879771264,3.40700732982955,1,gID_29,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,4,3,gID_7,1.76097938168961,2.32548633283895,1,gID_33,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,4,3,gID_8,1.16758276341728,1.36559485647613,1,gID_41,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,4,3,gID_8,1.16758276341728,1.36559485647613,1,gID_44,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,4,4,gID_4,3.05564714223493,3.76745596962463,1.33333333333333,gID_16,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,450.083333333333,4,4,gID_5,3.79354898684374,5.35464932872167,1.33333333333333,gID_19,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,2,1,gID_13,1.61650760102101,1.61650760102101,1,gID_49,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,2,1,gID_2,4.22555260542598,4.22555260542598,1,gID_12,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,2,1,gID_3,4.49879175698978,4.49879175698978,1,gID_9,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,2,1,gID_4,5.10176279334602,5.10176279334602,1,gID_16,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,2,1,gID_9,1.82008391615326,1.82008391615326,1,gID_36,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,3,2,gID_1,3.86135433309886,5.68327365778558,1,gID_2,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,3,2,gID_10,2.18151084229559,2.305423090735,1,gID_39,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,3,2,gID_11,1.7044842244086,2.20174274860188,1,gID_40,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,3,2,gID_5,5.1848884964819,5.63895585189893,1,gID_24,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,3,3,gID_7,2.38403085076444,3.16972352019691,1.5,gID_22,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,4,3,gID_8,3.26577391383225,3.36112338763029,1,gID_26,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,5,6,gID_6,2.99036814323617,3.8678512755466,1.5,gID_19,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,500.083333333333,6,5,gID_12,1.11618503042933,1.85702413160791,1,gID_48,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,2,1,gID_2,5.10176279334602,5.10176279334602,1,gID_10,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,2,1,gID_5,0.978907111798711,0.978907111798711,1,gID_38,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,2,1,gID_7,0.387770700701651,0.387770700701651,1,gID_48,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,3,2,gID_4,2.18151084229559,2.305423090735,1,gID_24,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,3,2,gID_6,0.647744257312873,0.655617857237283,1,gID_44,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,5,4,gID_1,4.67376309980105,5.69016990846013,1,gID_8,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,550.083333333333,8,9,gID_3,3.82666096967641,5.69485702239571,1.28571428571429,gID_17,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,2,1,gID_4,3.79519247151382,3.79519247151382,1,gID_18,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,2,1,gID_6,1.51222307519275,1.51222307519275,1,gID_29,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,3,2,gID_1,3.34907918977943,4.41554196897476,1,gID_25,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,3,2,gID_2,5.86481298824594,6.03033064795657,1,gID_11,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,3,3,gID_5,2.88146374877366,4.2813695617298,1.5,gID_13,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,4,3,gID_7,1.96994721259808,2.55365556479888,1,gID_37,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_1_SEED_32189,600,5,4,gID_3,4.66909820484371,5.71629949394292,1,gID_17,32189,1,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,2,1,gID_3,3.69969404586554,3.69969404586554,1,gID_14,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,2,1,gID_5,2.36977961736231,2.36977961736231,1,gID_19,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,2,1,gID_6,1.45921073323534,1.45921073323534,1,gID_23,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,2,1,gID_7,2.13515620060469,2.13515620060469,1,gID_25,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,3,2,gID_1,4.01602712455465,4.32191557402594,1,gID_4,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,3,2,gID_4,3.90648974641634,3.97943628840169,1,gID_12,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,3,2,gID_8,2.2484800707826,2.27698518728881,1,gID_29,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,400.083333333333,4,4,gID_2,2.97694823952666,3.69294844976245,1.33333333333333,gID_8,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_1,3.50487419069714,3.50487419069714,1,gID_2,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_10,0.984595648816677,0.984595648816677,1,gID_36,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_11,1.90147206856924,1.90147206856924,1,gID_44,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_12,2.06692939129071,2.06692939129071,1,gID_46,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_3,1.45921073323534,1.45921073323534,1,gID_9,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_4,2.13515620060469,2.13515620060469,1,gID_11,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_5,2.21997495427639,2.21997495427639,1,gID_15,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_7,1.09303922984733,1.09303922984733,1,gID_24,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_8,1.02728787162153,1.02728787162153,1,gID_26,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,2,1,gID_9,1.46188047996346,1.46188047996346,1,gID_41,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,3,2,gID_2,3.90648974641634,3.97943628840169,1,gID_4,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,450.083333333333,7,7,gID_6,1.95363712275229,2.8255517340014,1.16666666666667,gID_35,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_1,3.50487419069714,3.50487419069714,1,gID_2,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_12,0.8133548463901,0.8133548463901,1,gID_53,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_13,1.00277985903539,1.00277985903539,1,gID_61,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_14,0.941235264207786,0.941235264207786,1,gID_68,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_2,1.45921073323534,1.45921073323534,1,gID_6,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_5,3.32269995625369,3.32269995625369,1,gID_16,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_6,2.07250326354478,2.07250326354478,1,gID_23,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_7,2.06692939129071,2.06692939129071,1,gID_28,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_8,1.59445439091153,1.59445439091153,1,gID_36,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,2,1,gID_9,1.16777224733071,1.16777224733071,1,gID_43,32189,2,0,0
setup_ENV_0_GRAFT_0_SPE_2_SEED_32189,500.083333333333,3,2,gID_10,1.25199515929561,1.26189450429671,1,gID_45,32189,2,0,0
