ROOTING,GRAFTING,RESOURCES,plant,rgf_age_grafted
1,0,0,Initial68188,4.91666666666667
1,0,0,Initial68219,4.66666666666667
1,0,0,Initial67614,11.6666666666667
1,0,0,Initial68072,7.83333333333333
1,0,0,Initial68199,6.83333333333333
1,0,0,Initial68478,4.5
1,0,0,Initial68517,4.16666666666667
1,0,0,Initial68224,8.58333333333333
1,0,0,Initial69110,3.25
1,0,0,Initial69237,2.16666666666667
1,0,0,Initial69011,5
1,0,0,Initial69124,4.08333333333333
1,0,0,Initial69300,2.66666666666667
1,0,0,Initial69384,6.91666666666667
1,0,0,Initial69861,2.91666666666667
1,0,0,Initial69457,7.33333333333333
1,0,0,Initial69933,3.33333333333333
1,0,0,Initial69816,7.33333333333333
1,0,0,Initial70175,4.33333333333333
1,0,0,Initial69359,13.1666666666667
1,0,0,Initial69955,8.16666666666667
1,0,0,Initial70286,6.41666666666667
1,0,0,Initial70644,3.41666666666667
1,0,0,Initial70251,8.66666666666667
1,0,0,Initial70263,8.58333333333333
1,0,0,Initial71080,5.83333333333333
1,0,0,Initial71198,4.83333333333333
1,0,0,Initial71211,5.66666666666667
1,0,0,Initial71471,3.5
2,0,0,Initial25058,41.3333333333333
2,0,0,Initial25183,90.25
2,0,0,Initial26019,183.333333333333
2,0,0,Initial29312,105.833333333333
2,0,0,Initial29317,5.83333333333333
2,0,0,Initial30285,47.75
2,0,0,Initial30594,45.1666666666667
2,0,0,Initial30684,144.416666666667
2,0,0,Initial30694,44.3333333333333
2,0,0,Initial30741,43.9166666666667
2,0,0,Initial31288,139.416666666667
2,0,0,Initial32142,82.25
2,0,0,Initial32159,132.166666666667
2,0,0,Initial34911,9.16666666666667
2,0,0,Initial38235,31.5
2,0,0,Initial38249,31.4166666666667
2,0,0,Initial39132,24
2,0,0,Initial39171,23.6666666666667
2,0,0,Initial39675,19.5
2,0,0,Initial39718,19.1666666666667
2,0,0,Initial39736,19
2,0,0,Initial39744,18.9166666666667
2,0,0,Initial39784,18.5833333333333
2,0,0,Initial40002,66.75
2,0,0,Initial40069,16.25
2,0,0,Initial40687,61.0833333333333
2,0,0,Initial43050,41.4166666666667
2,0,0,Initial43102,40.9166666666667
2,0,0,Initial43109,40.9166666666667
2,0,0,Initial44691,27.6666666666667
2,0,0,Initial44700,27.6666666666667
2,0,0,Initial46256,14.6666666666667
2,0,0,Initial46259,14.6666666666667
2,0,0,Initial46367,13.75
2,0,0,Initial46389,13.5833333333333
2,0,0,Initial46676,11.1666666666667
2,0,0,Initial46686,11.0833333333333
2,0,0,Initial46695,11
2,0,0,Initial46706,10.9166666666667
2,0,0,Initial46718,10.8333333333333
2,0,0,Initial46731,10.6666666666667
2,0,0,Initial46823,9.91666666666667
2,0,0,Initial46876,9.5
2,0,0,Initial46915,9.16666666666667
2,0,0,Initial46924,9.08333333333333
2,0,0,Initial46932,9
2,0,0,Initial40226,65.9166666666667
2,0,0,Initial47061,8.91666666666667
2,0,0,Initial47165,8.08333333333333
2,0,0,Initial46824,14.9166666666667
2,0,0,Initial46879,14.5
2,0,0,Initial47248,11.4166666666667
2,0,0,Initial31233,89.8333333333333
2,0,0,Initial38202,99.75
2,0,0,Initial50289,6.08333333333333
2,0,0,Initial50645,3.08333333333333
2,0,0,Initial50699,7.66666666666667
2,0,0,Initial53128,5.41666666666667
2,0,0,Initial53415,3
2,0,0,Initial53899,5
2,0,0,Initial54053,3.66666666666667
2,0,0,Initial54130,3.08333333333333
2,0,0,Initial54186,2.58333333333333
2,0,0,Initial54215,3.33333333333333
2,0,0,Initial54335,2.33333333333333
2,0,0,Initial53775,9
2,0,0,Initial54106,6.25
2,0,0,Initial44711,85.5
2,0,0,Initial53081,15.75
2,0,0,Initial54093,7.33333333333333
2,0,0,Initial54491,4
2,0,0,Initial54478,5.16666666666667
2,0,0,Initial54187,9.58333333333333
2,0,0,Initial56122,6.41666666666667
2,0,0,Initial56574,2.66666666666667
2,0,0,Initial34696,11
2,0,0,Initial56386,5.25
2,0,0,Initial56585,3.58333333333333
2,0,0,Initial33376,22
2,0,0,Initial46368,95.75
2,0,0,Initial20866,76.25
2,0,0,Initial41971,181.333333333333
2,0,0,Initial63978,5
2,0,0,Initial64182,3.25
2,0,0,Initial63990,7.91666666666667
2,0,0,Initial64159,6.5
2,0,0,Initial64446,4.08333333333333
2,0,0,Initial64629,2.58333333333333
2,0,0,Initial64643,2.41666666666667
2,0,0,Initial64670,2.25
2,0,0,Initial63863,10.9166666666667
2,0,0,Initial64034,9.5
2,0,0,Initial64527,7.41666666666667
2,0,0,Initial64809,6.08333333333333
2,0,0,Initial64898,5.33333333333333
2,0,0,Initial64475,10.8333333333333
2,0,0,Initial64564,10.0833333333333
2,0,0,Initial65147,5.25
2,0,0,Initial65419,3
2,0,0,Initial63959,16.1666666666667
2,0,0,Initial65118,6.5
2,0,0,Initial65120,6.5
2,0,0,Initial65181,5.91666666666667
2,0,0,Initial65230,5.58333333333333
2,0,0,Initial64383,13.5833333333333
2,0,0,Initial64568,12.0833333333333
2,0,0,Initial64900,10.3333333333333
2,0,0,Initial65069,8.91666666666667
2,0,0,Initial65283,7.08333333333333
2,0,0,Initial65187,9.91666666666667
2,0,0,Initial65252,9.33333333333333
2,0,0,Initial64888,14.4166666666667
2,0,0,Initial65261,11.25
2,0,0,Initial65229,12.5833333333333
2,0,0,Initial65248,13.4166666666667
2,0,0,Initial66493,4
2,0,0,Initial66564,3.41666666666667
2,0,0,Initial66592,9.16666666666667
2,0,0,Initial66865,6.91666666666667
2,0,0,Initial62529,45.0833333333333
2,0,0,Initial63063,40.5833333333333
2,0,0,Initial67582,4.91666666666667
2,0,0,Initial67700,4
2,0,0,Initial69442,7.41666666666667
2,0,0,Initial69446,7.41666666666667
2,0,0,Initial70225,2.91666666666667
2,0,0,Initial70254,2.66666666666667
2,0,0,Initial70169,6.41666666666667
2,0,0,Initial70185,6.25
2,0,0,Initial70320,5.16666666666667
2,0,0,Initial70403,4.41666666666667
2,0,0,Initial70600,2.83333333333333
2,0,0,Initial70611,2.66666666666667
2,0,0,Initial70451,6
2,0,0,Initial70535,5.33333333333333
2,0,0,Initial70602,5.75
2,0,0,Initial70482,8.75
2,0,0,Initial70780,6.33333333333333
2,0,0,Initial70860,5.66666666666667
2,0,0,Initial70442,10.0833333333333
2,0,0,Initial70495,11.6666666666667
2,0,0,Initial70542,11.25
2,0,0,Initial71054,7.91666666666667
0,1,0,Initial21474,21.1666666666667
0,1,0,Initial21484,21.0833333333333
0,1,0,Initial23825,51.5833333333333
0,1,0,Initial24196,48.5
0,1,0,Initial24206,48.4166666666667
0,1,0,Initial24219,48.3333333333333
0,1,0,Initial24258,48
0,1,0,Initial24362,47.0833333333333
0,1,0,Initial25684,36.0833333333333
0,1,0,Initial25959,33.8333333333333
0,1,0,Initial25980,33.6666666666667
0,1,0,Initial26007,33.4166666666667
0,1,0,Initial26918,25.8333333333333
0,1,0,Initial27227,73.25
0,1,0,Initial28220,15
0,1,0,Initial28309,14.25
0,1,0,Initial31280,39.5
0,1,0,Initial31353,38.8333333333333
0,1,0,Initial31595,86.8333333333333
0,1,0,Initial31737,35.6666666666667
0,1,0,Initial33239,123.166666666667
0,1,0,Initial33977,17
0,1,0,Initial34123,15.75
0,1,0,Initial34156,15.5
0,1,0,Initial34244,14.75
0,1,0,Initial34276,14.5
0,1,0,Initial34285,14.4166666666667
0,1,0,Initial35521,54.0833333333333
0,1,0,Initial38272,31.1666666666667
0,1,0,Initial38275,31.1666666666667
0,1,0,Initial38289,31.0833333333333
0,1,0,Initial39588,20.25
0,1,0,Initial39647,19.75
0,1,0,Initial43863,34.5833333333333
0,1,0,Initial47212,6.66666666666667
0,1,0,Initial47286,6.08333333333333
0,1,0,Initial47618,7.33333333333333
0,1,0,Initial47626,7.25
0,1,0,Initial46043,24.4166666666667
0,1,0,Initial49478,5.83333333333333
0,1,0,Initial49849,2.75
0,1,0,Initial49361,7.75
0,1,0,Initial49342,9.91666666666667
0,1,0,Initial49469,9.91666666666667
0,1,0,Initial50189,4.91666666666667
0,1,0,Initial28955,8.83333333333333
0,1,0,Initial50834,5.5
0,1,0,Initial51109,3.25
0,1,0,Initial50802,6.75
0,1,0,Initial51088,4.41666666666667
0,1,0,Initial51311,3.5
0,1,0,Initial50892,8
0,1,0,Initial51045,6.75
0,1,0,Initial51328,4.41666666666667
0,1,0,Initial51167,6.75
0,1,0,Initial52067,6.25
0,1,0,Initial52374,3.66666666666667
0,1,0,Initial52509,2.58333333333333
0,1,0,Initial50893,17
0,1,0,Initial52332,6
0,1,0,Initial52090,9.08333333333333
0,1,0,Initial52521,5.41666666666667
0,1,0,Initial52657,4.33333333333333
0,1,0,Initial52946,2.91666666666667
0,1,0,Initial52780,5.33333333333333
0,1,0,Initial52942,3.91666666666667
0,1,0,Initial52958,3.83333333333333
0,1,0,Initial52982,3.58333333333333
0,1,0,Initial53043,3.08333333333333
0,1,0,Initial52927,6.08333333333333
0,1,0,Initial53221,3.58333333333333
0,1,0,Initial52795,9.16666666666667
0,1,0,Initial53433,4.83333333333333
0,1,0,Initial53469,4.58333333333333
0,1,0,Initial53504,4.25
0,1,0,Initial53531,4
0,1,0,Initial53627,3.25
0,1,0,Initial53686,2.75
0,1,0,Initial53632,4.16666666666667
0,1,0,Initial53668,3.91666666666667
0,1,0,Initial53692,3.66666666666667
0,1,0,Initial53914,3.83333333333333
0,1,0,Initial53662,6.91666666666667
0,1,0,Initial53694,6.66666666666667
0,1,0,Initial53891,5
0,1,0,Initial54027,3.91666666666667
0,1,0,Initial53877,6.16666666666667
0,1,0,Initial54021,4.91666666666667
0,1,0,Initial54069,4.58333333333333
0,1,0,Initial54075,4.5
0,1,0,Initial54127,4.08333333333333
0,1,0,Initial53724,8.41666666666667
0,1,0,Initial53932,6.66666666666667
0,1,0,Initial54261,3.91666666666667
0,1,0,Initial54266,3.91666666666667
0,1,0,Initial54296,3.66666666666667
0,1,0,Initial54300,3.66666666666667
0,1,0,Initial54330,3.41666666666667
0,1,0,Initial54409,2.75
0,1,0,Initial54420,2.66666666666667
0,1,0,Initial54446,2.41666666666667
0,1,0,Initial53949,7.58333333333333
0,1,0,Initial54059,6.66666666666667
0,1,0,Initial54205,5.41666666666667
0,1,0,Initial54242,5.08333333333333
0,1,0,Initial54309,4.58333333333333
0,1,0,Initial54353,4.16666666666667
0,1,0,Initial54425,3.58333333333333
