plant	time	x	y	r_stem	h_stem	r_crown	r_root	ag_factor	bg_factor	age	weight_girthgrowth	weight_rootgrowth	partner	potential_partner	groupID	node_degree	water_available	water_absorbed	water_exchanged	psi_osmo	weight_gr	r_gr_rgf
Initial_000073719	12623040000.0	4.94037970033	13.039319151121534	0.11081182563547866	4.013579003175671	2.238872692519521	1.9990275883792379	0.828125	0.5504562032127517	1854009000.0	0.8289807150003793	0.1051776887072583	['Initial73602', 'Initial80919', 'Initial70316', 'Initial74229']	[]	gID_4	4	0.7164558750846033	0.7162573802850523	0.00019849479955031275	-3496645.322645097	0	0.004
Initial_000073744	12623040000.0	15.051492383133587	12.926506530193748	0.07492726429775776	4.211920348423676	2.0893766872234005	1.3910134560507792	0.42592592592592593	0.5500821877327856	1848749400.0	0.8048737095520836	0.09440749023666017	['Initial75609', 'Initial71102']	[]	gID_6	2	0.3462228693692419	0.34626390410935376	-4.1034740111697176e-05	-3499069.2271895683	0	0.004
Initial_000073763	12623040000.0	16.44724020347418	16.05425140410685	0.0705717789621449	3.9435691098566763	2.1303556117192213	1.325099229663188	0.6851851851851852	0.5502118089066125	1846119600.0	0.8208065020202843	0.10539486455033986	['Initial75034', 'Initial69940']	[]	gID_1	2	0.3145846562225902	0.3145505215727283	3.4134649861676545e-05	-3499403.8253283487	0	0.004
Initial_000074229	12623040000.0	3.491044834878212	10.213074375764409	0.07982327955374449	3.9494815052905663	2.2100650945642992	1.4771699515958994	0.8666666666666667	0.5504182084721312	1777744800.0	0.823576441751963	0.10459010308152106	['Initial80548', 'Initial73719']	[]	gID_4	2	0.39103910485991905	0.39112686189400264	-8.775703408387238e-05	-3496297.8782562306	0	0.004
Initial_000075034	12623040000.0	17.447245531172616	15.335289277781522	0.04721700927804661	3.7083521083969866	1.8768924011960468	0.9433573744925594	0.20454545454545456	0.5505086261761265	1662033600.0	0.05612237258778192	0.006125914274046677	['Initial73763']	[]	gID_1	1	0.15999058652290815	0.1600281167319186	-3.7530209010359626e-05	-3499643.553391356	0	0.004
Initial_000075286	12623040000.0	23.640908140598576	18.130059584821627	0.09310194118489952	3.8536894653229297	2.1960348747025935	1.7279034725791402	0.5081967213114754	0.5499713619590773	1625216400.0	0.08764237112805146	0.008302175572384607	['Initial70244', 'Initial79771', 'Initial83006', 'Initial80006']	[]	gID_36	4	0.5345193235108106	0.5344766102275677	4.271328324254585e-05	-3501128.3402211424	0	0.004
Initial_000075609	12623040000.0	16.278111595117455	13.193342629761029	0.05370212989931208	3.679308424282086	2.0723883969013586	1.0441824309535106	0.2222222222222222	0.5501768862341363	1577880000.0	0.4479664966479313	0.050636764391638445	['Initial73744', 'Initial78462', 'Initial71102', 'Initial78166']	[]	gID_6	4	0.19549180772134753	0.1956450639862478	-0.00015325626490046864	-3499363.2806706773	0	0.004
Initial_000077401	12623040000.0	10.433809573601966	1.0000917288637512	0.06541652827828125	3.457109456794772	2.099379083936361	1.2693579360594986	1.0	0.5506760694944384	1314900000.0	0.8194636951565248	0.10597650452821694	[]	[]	gID_19	0	0.2890343883192778	0.2890343883192778	0.0	-3497962.244931722	0	0.004
Initial_000077443	12623040000.0	14.208723598970977	22.548564420074147	0.041856691685296266	3.598025780398292	1.4778340034078796	0.8849128599535206	0.37037037037037035	0.5511088741335931	1309640400.0	0.8090357845657202	0.11307714491943721	['Initial77698', 'Initial77551']	[]	gID_20	2	0.14069345365624922	0.14072967193794206	-3.621828169284193e-05	-3498867.192937755	0	0.004
Initial_000077500	12623040000.0	15.652471134029112	25.04194580439677	0.07714176878152405	3.465377120763312	2.045525681495045	1.4910683663044513	0.5660377358490566	0.5507273819820334	1301751000.0	0.8197654347294069	0.10975366531197195	['Initial77648', 'Initial77698', 'Initial77692', 'Initial77622', 'Initial77520']	[]	gID_20	5	0.3990789539487053	0.3988729105027074	0.00020604344599794972	-3499213.297893864	0	0.004
Initial_000077520	12623040000.0	17.807314128333854	26.5504931037331	0.08162766557440751	3.4423772818417455	2.084639276298416	1.5744926295024921	0.4727272727272727	0.5505452127883426	1296491400.0	0.09869560261749818	0.011002121980330487	['Initial77622', 'Initial71597', 'Initial77500', 'Initial78108']	[]	gID_20	4	0.4456916479586304	0.44560585521994844	8.579273868159253e-05	-3499729.871478827	0	0.004
Initial_000077551	12623040000.0	16.430339123539326	21.763679558556646	0.0856542401385878	3.47487102560069	1.9502670087905345	1.665623420242674	0.6521739130434783	0.5508816984022463	1293861600.0	0.5708927347693551	0.06562030456681067	['Initial77677', 'Initial78748', 'Initial77692', 'Initial77698', 'Initial77443']	[]	gID_20	5	0.49813342281886674	0.49776571452757895	0.0003677082912879006	-3499399.7736867783	0	0.004
Initial_000077622	12623040000.0	17.658795966017017	25.06069475978417	0.0762266723299789	3.4243552649840705	2.069495161651724	1.4796785175912097	0.41509433962264153	0.5505875972615089	1283342400.0	0.05231194511677354	0.005963582968920932	['Initial78108', 'Initial77520', 'Initial77692', 'Initial77500']	[]	gID_20	4	0.39390651223570616	0.3938160055360284	9.050669967705785e-05	-3499694.2676971396	0	0.004
Initial_000077648	12623040000.0	15.190445281861013	26.039293270326603	0.057809268718926644	3.52126815914966	1.8923205064135242	1.1519401269404792	0.3333333333333333	0.5506615082098664	1278082800.0	0.6057757152594369	0.0767479121015614	['Initial77500']	[]	gID_20	1	0.23832503217832102	0.2383811912155911	-5.615903726965075e-05	-3499102.53792136	0	0.004
Initial_000077677	12623040000.0	17.281260394236657	21.645010978117334	0.0600988437712865	3.5112256884884565	1.859360344217378	1.2050515264643904	0.3333333333333333	0.5506490607888042	1275453000.0	0.02594710409818349	0.0027939561749109297	['Initial77551', 'Initial78748', 'Initial77692']	[]	gID_20	3	0.2611979863958103	0.261258053864679	-6.0067468868563135e-05	-3499603.762307985	0	0.004
Initial_000077692	12623040000.0	16.481381833277855	23.685098231318637	0.05495793049602503	3.3651631239730175	1.9967580301057277	1.1037736805260339	0.18	0.5503336498405684	1272823200.0	2.3606433195301745e-06	1.721498876359763e-07	['Initial77698', 'Initial77500', 'Initial77622', 'Initial77551', 'Initial78108', 'Initial77677']	[]	gID_20	6	0.2176778099498759	0.2179229443294398	-0.0002451343795643983	-3499412.009991524	0	0.004
Initial_000077698	12623040000.0	15.2999961684273	23.858704567219	0.0525720343398276	3.3316199200780354	1.969678990576568	1.0692401498363278	0.25	0.5504683229086211	1272823200.0	0.31149657848987417	0.014851162022148034	['Initial77500', 'Initial77692', 'Initial77443', 'Initial77551']	[]	gID_20	4	0.20283464302453552	0.2030322639172232	-0.00019762089268762152	-3499128.8002032796	0	0.004
Initial_000077703	12623040000.0	0.14178949742053693	9.178585564026974	0.07238611594133015	3.478368537805622	1.8710730217969365	1.4282544690871593	0.875	0.5512345061544609	1270193400.0	0.8063084599216324	0.12559336108226504	['Initial77824']	[]	gID_9	1	0.36708072380212214	0.36708648085007384	-5.757047951774761e-06	-3495494.972039305	0	0.004
Initial_000077718	12623040000.0	4.749294774509801	19.951604537571693	0.0590002590186297	3.47469648244411	1.9513262975383934	1.1700312104599158	0.8913043478260869	0.5510221659820153	1267563600.0	0.8275439693654018	0.09767680351916319	['Initial78295']	[]	gID_4	1	0.24548946592775356	0.24547843848692066	1.102744083301914e-05	-3496599.514470012	0	0.004
Initial_000077824	12623040000.0	0.5189019391700733	6.56781290906784	0.07075245767540854	3.41778548553944	1.8154065867433178	1.4115134885662783	0.5714285714285714	0.5512850483189905	1254414600.0	0.7511738780981487	0.11989976457793006	['Initial73226', 'Initial77703']	[]	gID_9	2	0.3588162291782442	0.3588646957389307	-4.8466560686605746e-05	-3495585.3759928574	0	0.004
Initial_000078108	12623040000.0	18.139272394311206	24.053322475088805	0.055566233391377284	3.340947887509213	1.9545462564032394	1.1177645386259751	0.2653061224489796	0.5505559725765188	1212337800.0	0.05813453569506677	0.005905047794892648	['Initial77622', 'Initial77692', 'Initial77520']	[]	gID_20	3	0.22444758147674193	0.2245405502067897	-9.29687300479594e-05	-3499809.4507669546	0	0.004
Initial_000078166	12623040000.0	17.892502243003875	11.65486554539701	0.06408191779145926	3.486405855339118	1.8182230948870257	1.2929801704503912	0.375	0.5508179346358504	1204448400.0	0.003063701204531095	0.00026364530783800537	['Initial78462', 'Initial71102', 'Initial75609']	[]	gID_6	3	0.29982792560033145	0.29976912339096246	5.880220936889398e-05	-3499750.293351746	0	0.004
Initial_000078237	12623040000.0	2.98752943560161	18.647055642894287	0.05575648745116748	3.5239806675263257	1.625006441209691	1.150010402858779	0.4375	0.551437735184512	1193929200.0	0.3575388169310628	0.04583000160306949	['Initial78295', 'Initial81643', 'Initial82333']	[]	gID_4	3	0.23840615901874676	0.23838594915873704	2.02098600098126e-05	-3496177.1721279537	0	0.004
Initial_000078295	12623040000.0	4.072189754950384	19.140220795147187	0.052911864818127284	3.391293094554863	1.8579039662966406	1.0752149370555528	0.27906976744186046	0.551129953562629	1183410000.0	0.12299664963547867	0.013026254067780199	['Initial77718', 'Initial78237']	[]	gID_4	2	0.207994309089153	0.20803770517126755	-4.3396082114512024e-05	-3496437.1942600133	0	0.004
Initial_000078332	12623040000.0	26.985750964240598	11.418266528104795	0.08111588774271533	3.368282926230675	1.8251237020947018	1.61508985922679	0.675	0.5507449003968187	1178150400.0	0.25552052290766486	0.03165663464584306	['Initial78381', 'Initial79890', 'Initial82018', 'Initial78822', 'Initial80481', 'Initial78410', 'Initial80192', 'Initial79444']	[]	gID_36	8	0.4697525850974964	0.46943970729072615	0.00031287780677108416	-3501930.188640314	0	0.004
Initial_000078381	12623040000.0	26.11888830274184	11.842184256323753	0.0779203467052748	3.367487671895163	1.8379195333395413	1.5533552230630374	0.6190476190476191	0.5506654758220692	1172890800.0	0.30433952422494054	0.036921252626742895	['Initial78332', 'Initial80481', 'Initial79444', 'Initial79890', 'Initial78410']	[]	gID_36	5	0.43418041452906414	0.4340185769911173	0.00016183753794777193	-3501722.378440729	0	0.004
Initial_000078410	12623040000.0	25.674289230369823	9.618376503979126	0.06154494872784461	3.396682851958133	1.526968885595719	1.2838660391157686	0.6206896551724138	0.5509530593691063	1167631200.0	0.33240523249216286	0.05821092295728064	['Initial78822', 'Initial78332', 'Initial78381', 'Initial80481']	[]	gID_36	4	0.2982006506974613	0.2981484004400931	5.225025736870109e-05	-3501615.7961341324	0	0.004
Initial_000078421	12623040000.0	22.260433642791565	21.560736061635794	0.0775845121163414	3.3411332591616265	1.8607339397280724	1.549759296786684	0.5714285714285714	0.550755151410183	1165001400.0	0.07473678081134966	0.007771997251254048	['Initial78573', 'Initial79771', 'Initial70863']	[]	gID_36	3	0.43184753586335267	0.43171708185273705	0.00013045401061550498	-3500797.403506882	0	0.004
Initial_000078462	12623040000.0	17.916297650952203	13.087701237055015	0.049748700144827136	3.2223568808916996	1.8707028961343148	1.03435127740844	0.2	0.5507658320730647	1159741800.0	8.165734066086775e-05	3.911904618159119e-06	['Initial78166', 'Initial75609']	[]	gID_6	2	0.19014737727844971	0.19019821580525959	-5.083852680999666e-05	-3499755.9977484113	0	0.004
Initial_000078573	12623040000.0	21.005906723662235	22.403326279644514	0.06908398841388869	3.3291397281114046	1.793728991534897	1.400712721173286	0.48717948717948717	0.5507709179831206	1143963000.0	0.02762438541092754	0.0030249385176002765	['Initial78421', 'Initial70863']	[]	gID_36	2	0.35321167968003775	0.353226392145512	-1.4712465474392308e-05	-3500496.65980084	0	0.004
Initial_000078644	12623040000.0	19.790005525573843	12.74620961050603	0.0388215018790834	3.233846365291631	1.5185568135896161	0.8406900557269685	0.5714285714285714	0.5511425047741653	1133443800.0	0.8263027872188015	0.09684065985213075	['Initial83290']	[]	gID_42	1	0.1268069724939649	0.12681996200376505	-1.2989509800149653e-05	-3500205.175714752	0	0.004
Initial_000078719	12623040000.0	28.910636757816953	29.233867630061336	0.07168731741753072	3.393109593891525	1.4202405996914187	1.502442877574532	1.0	0.5509252245003456	1122924600.0	0.4639813522912161	0.07668808640782915	['Initial85266', 'Initial84897']	[]	gID_43	2	0.4076791210963102	0.40767541325801804	3.7078382921138784e-06	-3502391.635324671	0	0.004
Initial_000078748	12623040000.0	16.30924282612227	20.485708071957802	0.04919040383363056	3.337741229020973	1.610100041210139	1.0353203165999458	0.34375	0.5510303930772644	1117665000.0	0.09189375906543096	0.012193627781253769	['Initial77551', 'Initial77677', 'Initial81427', 'Initial82574']	[]	gID_20	4	0.1936176696838144	0.19368094842362346	-6.327873980913184e-05	-3499370.7436606246	0	0.004
Initial_000078822	12623040000.0	27.05659584229415	9.304644675136565	0.04657137291144643	3.265069066240964	1.5088936064525975	0.9947323307245011	0.4642857142857143	0.5508096898941229	1107145800.0	0.7812759151097334	0.1453685182205181	['Initial78410', 'Initial78332']	[]	gID_36	2	0.1781518201637692	0.17823129401742693	-7.947385365763928e-05	-3501947.172055221	0	0.004
Initial_000079444	12623040000.0	25.35298966060251	12.95851848890406	0.035676665411512425	3.1709085306564138	1.456025201548488	0.7968827853055991	0.17857142857142858	0.55074914074941	1017732600.0	3.6480839024377933e-06	1.9416127558288234e-07	['Initial78381', 'Initial66983', 'Initial78332']	[]	gID_36	3	0.11316909475830703	0.11331150487992953	-0.00014241012162239866	-3501538.7720209877	0	0.004
Initial_000079771	12623040000.0	23.446542002504074	20.562632976043584	0.04618311683289469	2.9652518665141527	1.693026839415579	1.0070637955331494	0.15151515151515152	0.5508294124095944	967766400.0	1.7793531841890846e-10	6.025972226220875e-12	['Initial78421', 'Initial75286']	[]	gID_36	2	0.1794219048738671	0.1795367707085562	-0.00011486583468924159	-3501081.745451586	0	0.004
Initial_000079857	12623040000.0	23.72202505475578	29.256805005747513	0.05485060427343887	3.0982453402073196	1.475835888340495	1.179117804064036	1.0	0.5511760101055435	957247200.0	0.778622053696145	0.15455861281547967	[]	[]	gID_48	0	0.25065681279050145	0.25065681279050145	0.0	-3501147.786118249	0	0.004
Initial_000079870	12623040000.0	25.062942884001856	22.115471904697106	0.06195499500746647	3.085250609232294	1.6454834216267522	1.3052823261696866	0.46875	0.5510613903865648	954617400.0	0.002413867657064596	0.0002981154522214021	['Initial79962', 'Initial70863', 'Initial80176', 'Initial80006', 'Initial79947']	[]	gID_36	5	0.30770551111987765	0.30760639973959975	9.911138027827798e-05	-3501469.2400394976	0	0.004
Initial_000079890	12623040000.0	27.34274430105033	13.378371204517716	0.04828386477557124	3.067614317103651	1.6331301628864763	1.0443627244875797	0.21875	0.5506372188169871	951987600.0	1.1203752917641882e-07	6.411981800973164e-09	['Initial78332', 'Initial78381', 'Initial66983', 'Initial80192']	[]	gID_36	4	0.19449627014853535	0.19467620216807738	-0.0001799320195420946	-3502015.769505505	0	0.004
Initial_000079947	12623040000.0	26.661106112766543	20.55913539810148	0.046764153091168874	3.120155320088829	1.4960263591316652	1.0257276213097375	0.25	0.5507733307866236	944098200.0	7.891715866165012e-08	5.526170112236485e-09	['Initial80006', 'Initial80176', 'Initial82302', 'Initial79870']	[]	gID_36	4	0.18830977270536203	0.18849005295614954	-0.00018028025078734028	-3501852.362573538	0	0.004
Initial_000079962	12623040000.0	26.32488096313527	22.666652991250693	0.047442262425115185	3.1171974688332016	1.4844466214020058	1.0370506823169194	0.38461538461538464	0.5510104661437558	941468400.0	0.017583248163290932	0.0017835131533031623	['Initial80176', 'Initial79870', 'Initial80472']	[]	gID_36	3	0.19367830179265866	0.19372851950447229	-5.0217711813462716e-05	-3501771.760399107	0	0.004
Initial_000080006	12623040000.0	25.989024648910615	19.89853637707009	0.06586913714418727	3.037262997487844	1.6484563051344094	1.3843142912327988	0.625	0.5510554650940032	933579000.0	0.4727107110381848	0.05708961128119888	['Initial79947', 'Initial79870', 'Initial75286', 'Initial70020']	[]	gID_36	4	0.3448485459495733	0.3447336735471442	0.00011487240242869588	-3501691.2466444015	0	0.004
Initial_000080073	12623040000.0	29.743325497349694	13.488280938718711	0.06517857404363496	3.013713077055531	1.6209353751149678	1.379163264115273	0.55	0.5509485309863346	925689600.0	0.004195547621087785	0.0005399762681118367	['Initial80192', 'Initial80232']	[]	gID_36	2	0.3437230511099487	0.34365714581971235	6.590529023619498e-05	-3502591.253119784	0	0.004
Initial_000080156	12623040000.0	11.651758258516395	26.67399965856662	0.05251132850240873	3.122921347112452	1.3761917979991753	1.1450505744409871	1.0	0.5516551636786917	912540600.0	0.7777681072477584	0.15659730238871694	['Initial80823', 'Initial81082']	[]	gID_20	2	0.23658595338026595	0.23657841578043828	7.5375998272514036e-06	-3498254.219855245	0	0.004
Initial_000080176	12623040000.0	27.00066492516114	22.085570621182097	0.04838742318255348	3.0560281285742605	1.4882805564444979	1.057489463815678	0.39285714285714285	0.5511145546508712	909910800.0	0.010040047402922145	0.001256323821522345	['Initial79962', 'Initial79947', 'Initial79870', 'Initial80472']	[]	gID_36	4	0.2021025280528031	0.2020906912513178	1.1836801485412979e-05	-3501933.7639162294	0	0.004
Initial_000080192	12623040000.0	28.9938401101111	12.565238671424536	0.051117687986827386	2.9850355099826356	1.588714482912422	1.1060912899995403	0.32142857142857145	0.5508743145286931	907281000.0	6.605933230012977e-05	7.0316780098149254e-06	['Initial80073', 'Initial79890', 'Initial78332']	[]	gID_36	3	0.2204340269422523	0.22049689173140494	-6.286478915215974e-05	-3502411.581396885	0	0.004
Initial_000080232	12623040000.0	29.439844238531606	15.556144311629636	0.058170769150250386	3.0103861483000367	1.5426907700600248	1.251901756905227	0.5454545454545454	0.5510220051223516	902021400.0	0.06638619966108904	0.008873723552242488	['Initial80284', 'Initial80073', 'Initial70020']	[]	gID_36	3	0.28334317978717616	0.28331284060567646	3.0339181499534974e-05	-3502518.5005330523	0	0.004
Initial_000080284	12623040000.0	29.11763144912905	16.653301409920616	0.033749556643061625	2.9606612124363503	1.38186689539802	0.7683822156195796	0.2	0.5509995992763775	894132000.0	3.1786657917250245e-05	3.39860177290116e-06	['Initial80232', 'Initial70020']	[]	gID_36	2	0.10646718188920007	0.10654020884049957	-7.302695129936924e-05	-3502441.2574966997	0	0.004
Initial_000080472	12623040000.0	27.507244883136647	23.391787248646448	0.031808359232197825	2.7974100375519075	1.023861315888809	0.7773933721250087	0.35714285714285715	0.5517442128110875	865204200.0	4.654919337841637e-06	6.867194009344965e-07	['Initial79962', 'Initial80176']	[]	gID_36	2	0.10979354929291547	0.10979472102081246	-1.171727896793697e-06	-3502055.2047013133	0	0.004
Initial_000080481	12623040000.0	24.993530895698928	11.2696440986104	0.03011794979569599	2.7022087463822433	1.2838835940497315	0.7443971361376331	0.22727272727272727	0.5511151708457689	865204200.0	0.0005903783239515557	3.712470969009676e-06	['Initial78381', 'Initial78332', 'Initial78410']	[]	gID_36	3	0.09560499330788955	0.09576416218334936	-0.0001591688754598568	-3501452.600126644	0	0.004
Initial_000080483	12623040000.0	6.592569035798748	10.421182296641437	0.06076549939435058	2.960178436042434	1.5364431696724172	1.3100146575175224	0.6	0.5518074192883464	865204200.0	0.053944759900801574	0.007215387834542376	['Initial80548', 'Initial81755', 'Initial81461']	[]	gID_4	3	0.31075996331997774	0.3106794821745905	8.048114538723046e-05	-3497041.396684048	0	0.004
Initial_000080548	12623040000.0	5.750646476015387	9.802622679812854	0.04675606724064595	2.9424288528154947	1.5143923593530642	1.0315003373617133	0.32142857142857145	0.551694183417316	854685000.0	0.00026981460280584046	2.6235524212547497e-05	['Initial80483', 'Initial74229', 'Initial80889']	[]	gID_4	3	0.19176768994561463	0.1918243878543344	-5.669790871994357e-05	-3496839.5652948855	0	0.004
Initial_000080665	12623040000.0	29.623474823914133	0.4312652063045497	0.06389526953617201	2.920915136103448	1.3255305562686825	1.4121634501967268	1.0	0.5513330410025796	838906200.0	0.2935253548645382	0.048936281766190304	['Initial82030', 'Initial82360']	[]	gID_93	2	0.3612832318348943	0.3612216916429883	6.154019190611455e-05	-3502562.5217030635	0	0.004
Initial_000080720	12623040000.0	2.810654987541261	4.453145935192423	0.03656437251956954	2.799394454416799	1.2335505657137615	0.8487922327658336	0.5789473684210527	0.5522033284978618	831016800.0	0.7464826266697	0.1823580689570241	['Initial73226']	[]	gID_9	1	0.13023303145427234	0.13025805110104036	-2.5019646768049398e-05	-3496134.770585027	0	0.004
Initial_000080823	12623040000.0	10.509972278846043	26.512407868415742	0.0435911059501641	2.8670373614350333	1.387651733843974	0.9761560189310899	0.4583333333333333	0.5517207934918704	815238000.0	0.6567533749997148	0.14025566366454345	['Initial80156', 'Initial81082', 'Initial83108']	[]	gID_20	3	0.17228279320547976	0.1723365015339749	-5.370832849497318e-05	-3497980.503172249	0	0.004
Initial_000080865	12623040000.0	0.728722072045932	14.075360400450364	0.031054308918573907	2.871894938321058	1.1475704612751974	0.7345079195004516	0.35714285714285715	0.5523214298079175	809978400.0	0.24078792238572716	0.05212956836048338	['Initial80896']	[]	gID_67	1	0.09829083339798649	0.0983130095347688	-2.2176136782355603e-05	-3495635.6754989107	0	0.004
Initial_000080889	12623040000.0	5.623188945908972	8.155094322629587	0.033048591897513066	2.6872854741581755	1.1633396313903654	0.7864846296128489	0.6666666666666666	0.5523291055124276	804718800.0	0.7362931878830966	0.1920552288073959	['Initial80548']	[]	gID_4	1	0.11186083060052593	0.1118562097332764	4.620867249602011e-06	-3496809.0103108645	0	0.004
Initial_000080896	12623040000.0	1.732246561272821	14.137893704578074	0.04226620615699321	2.856073579269531	1.2552442855782195	0.9665958250485317	0.8095238095238095	0.5522769310122029	804718800.0	0.7534062247780932	0.17866036096920268	['Initial80865']	[]	gID_67	1	0.16890318264842694	0.16888100651164456	2.2176136782355603e-05	-3495876.2471992006	0	0.004
Initial_000080919	12623040000.0	3.584874421747961	15.14983581192078	0.054629416156172395	2.8626663446204375	1.4569893357851706	1.2048533255749159	0.5555555555555556	0.5519400710010295	802089000.0	0.029482352300613048	0.004420759598525923	['Initial73719', 'Initial70316', 'Initial83294']	[]	gID_4	3	0.263521673055818	0.26354302354894643	-2.1350493128464756e-05	-3496320.371721506	0	0.004
Initial_000081082	12623040000.0	10.120121000766964	28.049699554302066	0.053430024725168765	2.8145180025481924	1.4197599444966826	1.1869095808669363	0.6296296296296297	0.5518412554057845	778420800.0	0.5477917225676132	0.08360496154484132	['Initial81119', 'Initial80823', 'Initial81259', 'Initial80156']	[]	gID_20	4	0.2544611646552047	0.2544464077465441	1.4756908660288785e-05	-3497887.045378409	0	0.004
Initial_000081119	12623040000.0	11.169735229073366	28.937796385403605	0.05665745315493562	2.8075001391916117	1.386874751767597	1.2624537771009512	0.6956521739130435	0.5519291527835706	770531400.0	0.0696415538291899	0.01176650496638032	['Initial81082', 'Initial82116', 'Initial81259']	[]	gID_20	3	0.28978886900561207	0.28970851919092894	8.034981468305093e-05	-3498138.6660237075	0	0.004
Initial_000081121	12623040000.0	12.919228078621575	14.088257089684705	0.04315335381997922	2.7699962574978394	1.454931492326167	0.9718681587662075	0.32142857142857145	0.551738164526722	770531400.0	0.0007610143992263615	0.00010364763362459876	['Initial81242', 'Initial82466']	[]	gID_1	2	0.17120347911476375	0.17119684764477142	6.631469992381049e-06	-3498558.0663213376	0	0.004
