plant	time	x	y	r_stem	h_stem	r_crown	r_root	ag_factor	bg_factor	age	weight_girthgrowth	weight_rootgrowth	partner	potential_partner	groupID	node_degree	water_available	water_absorbed	water_exchanged	psi_osmo	weight_gr	r_gr_rgf
Initial_000083822	12623040000.0	19.977676026567725	3.6097676690269056	0.028409035172678666	1.9785042780940103	0.7517881648819104	0.7968336534842504	1.0	0.5527536425390508	376061400.0	0.1938999735091719	0.04391898649127832	['Initial84794', 'Initial85690']	[]	gID_95	2	0.11610538601195265	0.11610539241967496	-6.407722039313033e-09	-3500250.1653607483	0	0.004
Initial_000083862	12623040000.0	0.9833221547848636	15.4954025757188	0.0246026752761135	1.9379885014325309	0.7684484669516085	0.699483876933339	0.5	0.5532810314196446	370801800.0	1.1080835454722617e-06	2.0647469334628004e-07	['Initial83294', 'Initial85188', 'Initial83458']	[]	gID_4	3	0.08961310078125581	0.08962825098406516	-1.5150202809468945e-05	-3495696.7099584145	0	0.004
Initial_000083929	12623040000.0	21.469265042712777	15.24033812660377	0.027276778819624224	1.949584893293387	0.7300124704870329	0.7734250358304012	1.0	0.5527613499374042	360282600.0	0.19478538767174566	0.04457155608793842	['Initial84082']	[]	gID_151	1	0.10940277042117469	0.10939821526229639	4.555158878311803e-06	-3500607.739201347	0	0.004
Initial_000084002	12623040000.0	23.973241776587543	8.406244058198824	0.023382845906823584	1.9078160515204163	0.6483260633314546	0.6857684462283467	1.0	0.5528052691588712	349763400.0	0.20053083738371938	0.04788439343061909	['Initial84842']	[]	gID_152	1	0.08606015560437935	0.08605474554081198	5.4100635673690046e-06	-3501208.0094955163	0	0.004
Initial_000084008	12623040000.0	19.63619344377642	20.409918238532725	0.02621773202852492	1.9000040484505378	0.7120745187608113	0.7544927319657796	0.8333333333333334	0.5528895586702064	349763400.0	0.00045143579377786264	0.00010887291527490766	['Initial84688', 'Initial85170']	[]	gID_153	2	0.10462243146028528	0.10460998044174623	1.245101853906145e-05	-3500168.302838763	0	0.004
Initial_000084016	12623040000.0	22.38621611674039	5.28381060481827	0.026279620106704392	1.9025408365251368	0.7138970624253453	0.7521028826242387	1.0	0.5528047647225738	349763400.0	0.3072239704887452	0.07138633348145257	['Initial84192', 'Initial84083', 'Initial84851', 'Initial85444', 'Initial85405', 'Initial84585']	[]	gID_95	6	0.10324418903921694	0.10322991098103004	1.4278058187090154e-05	-3500827.556935074	0	0.004
Initial_000084030	12623040000.0	21.34369446799646	7.676965165813825	0.024056032813856973	1.8807600815913268	0.7367467531740142	0.6929697771300584	0.5714285714285714	0.5527696693267804	347133600.0	7.597472398161414e-06	1.7782734487565019e-06	['Initial84057', 'Initial82598', 'Initial84714']	[]	gID_95	3	0.08819249583189974	0.08819497425450118	-2.4784226014504436e-06	-3500577.636571077	0	0.004
Initial_000084050	12623040000.0	24.357117400945757	3.153012051236055	0.01748913832322864	1.7241158370959555	0.6203424263066871	0.5304174516996143	1.0	0.5528956341557358	344503800.0	0.5699599851572081	0.3648657709833345	[]	[]	gID_156	0	0.050777420113611284	0.050777420113611284	0.0	-3501300.0347650973	0	0.004
Initial_000084057	12623040000.0	22.012780825537632	7.552881988572437	0.021568077235590268	1.831466706608786	0.6978063987503899	0.636006195015731	0.5	0.5527836280775544	341874000.0	9.246521877064122e-07	1.9678658003076952e-07	['Initial84030', 'Initial85469', 'Initial84714']	[]	gID_95	3	0.07419422532595048	0.07420480713739083	-1.0581811440315987e-05	-3500738.0344930035	0	0.004
Initial_000084070	12623040000.0	23.552822509479373	10.181204140222931	0.020615833516952124	1.894267936073974	0.5885317745457403	0.6119129447695197	1.0	0.5528635321145531	341874000.0	0.4723423114374427	0.2625313742439694	[]	[]	gID_158	0	0.06805772873850645	0.06805772873850645	0.0	-3501107.223735918	0	0.004
Initial_000084082	12623040000.0	20.50569486291674	15.243750000315488	0.024523117865566824	1.8662216940603216	0.7107296187506524	0.7139741828387506	0.8333333333333334	0.5528244150889813	339244200.0	0.017130884417738676	0.003376478313149814	['Initial83929', 'Initial85192']	[]	gID_151	2	0.09336694331227628	0.09337397724903251	-7.0339367562544636e-06	-3500376.7456192365	0	0.004
Initial_000084083	12623040000.0	21.548611745737926	6.036525727813594	0.025401219642549964	1.8752857077730347	0.6950805323794808	0.7360284253514302	1.0	0.5528843114983995	339244200.0	0.19128726498474447	0.0444424103145985	['Initial84714', 'Initial84212', 'Initial84851', 'Initial84016', 'Initial85405']	[]	gID_95	5	0.09913744537878888	0.09911902547021997	1.8419908568926482e-05	-3500626.7607314284	0	0.004
Initial_000084105	12623040000.0	16.22433904536794	1.6884159310221114	0.02385415627462116	1.86991132910334	0.7051451569028621	0.6916431148848844	0.8571428571428571	0.5530054867779839	336614400.0	0.2146179136698761	0.05264650268640042	['Initial84134', 'Initial85393', 'Initial83718']	[]	gID_141	3	0.0875669439785457	0.08755955661397467	7.387364571003331e-06	-3499350.3899501604	0	0.004
Initial_000084106	12623040000.0	23.15016912468286	1.8936249235073033	0.02339032188927134	1.853177146612993	0.7032248634701441	0.6787246151088404	0.8333333333333334	0.5527959010448616	336614400.0	0.22851431955273752	0.07020038903774026	['Initial84118']	[]	gID_162	1	0.08445460277436546	0.08444974290700626	4.859867359234267e-06	-3501010.6969341827	0	0.004
Initial_000084118	12623040000.0	22.266380115360185	2.1031668899636236	0.02220573623065671	1.84954278142879	0.7119941552514917	0.6484357439130501	0.7142857142857143	0.552733416011274	333984600.0	0.07320439639695261	0.018487418393350358	['Initial84171', 'Initial84106', 'Initial84779', 'Initial84992']	[]	gID_162	4	0.07719666454910427	0.07721328000781735	-1.661545871304695e-05	-3500798.8290356384	0	0.004
Initial_000084133	12623040000.0	4.063567100952017	28.811512087223406	0.017397087269451113	1.8069426323283897	0.581831605472849	0.5310439757155525	0.75	0.5534834325423292	331354800.0	0.25049897199701837	0.10101825648697943	['Initial84178']	[]	gID_164	1	0.05183754454662572	0.051844135775435	-6.5912288092503765e-06	-3496435.127178885	0	0.004
Initial_000084134	12623040000.0	15.41473690038955	2.260748972320954	0.023595624584335534	1.8429162262907046	0.7007394582333948	0.6899128645750718	0.8571428571428571	0.5529731747025124	331354800.0	0.1818590150557387	0.036169500222599626	['Initial84210', 'Initial84105', 'Initial85060', 'Initial83741']	[]	gID_141	4	0.08697389737565671	0.08698865881730151	-1.4761441644792936e-05	-3499156.306630155	0	0.004
Initial_000084171	12623040000.0	21.816519789508416	2.416401662704274	0.021694447283810047	1.8401477165297162	0.6805195888487837	0.6361392240362909	0.5714285714285714	0.5528555646885612	326095200.0	7.347259057027393e-06	2.960501461552341e-06	['Initial84118', 'Initial84779', 'Initial84992']	[]	gID_162	3	0.07496530054857987	0.07496375880788986	1.5417406900568673e-06	-3500690.9854656556	0	0.004
Initial_000084178	12623040000.0	4.464190910229087	29.4418323867765	0.022025171860577994	1.8145700338086894	0.6225355574731201	0.6613288311222888	1.0	0.5534913917566804	326095200.0	0.12231149126632888	0.03073734400850571	['Initial84133']	[]	gID_164	1	0.08033270562283358	0.08032611439402434	6.5912288092503765e-06	-3496531.1674370044	0	0.004
Initial_000084192	12623040000.0	22.329553916163068	4.539447406887465	0.02227024440774663	1.8240254847270458	0.6856312003541074	0.655409306452531	0.6666666666666666	0.5528467206776359	323465400.0	0.0002685930727962924	8.268642345239853e-05	['Initial84016', 'Initial84851']	[]	gID_95	2	0.07924945632119676	0.07924761880771308	1.8375134838055288e-06	-3500813.973487852	0	0.004
Initial_000084207	12623040000.0	3.5428277334161185	26.939121847169723	0.021491037224836484	1.8229867183921302	0.6128974314463497	0.638638264056664	1.0	0.5535168554885823	320835600.0	0.42979582044138637	0.23271027841632258	['Initial84890']	[]	gID_169	1	0.07439825403208365	0.07439190760859457	6.346423489092889e-06	-3496310.292004058	0	0.004
Initial_000084210	12623040000.0	15.514500696277386	3.038958167304301	0.022356923067710626	1.7916500849124894	0.6533078201378784	0.6650358623146951	0.5	0.5531089186102753	320835600.0	7.457488529705408e-10	2.336540391500769e-10	['Initial84134', 'Initial83741', 'Initial83716', 'Initial85060']	[]	gID_141	4	0.08166439232555053	0.08166099964018016	3.3926853704647236e-06	-3499180.2226842847	0	0.004
Initial_000084212	12623040000.0	20.673118854127647	5.768105985295491	0.02245019021194309	1.7983226216670671	0.6767848712267491	0.6662951090927463	0.5	0.5529340161390659	320835600.0	7.2228123442229434e-09	1.6030193878947626e-09	['Initial84083', 'Initial83027', 'Initial84584', 'Initial84851']	[]	gID_95	4	0.08151133025487582	0.08150464965744317	6.680597432733345e-06	-3500416.881634518	0	0.004
Initial_000084217	12623040000.0	18.600213556216378	18.568375703080225	0.023781088716781733	1.8096114153524014	0.6639679233257587	0.7031603468376406	1.0	0.5529980209155483	318205800.0	0.17859543071311618	0.042182751528713036	['Initial85072']	[]	gID_194	1	0.09055096387321479	0.09054829739633152	2.666476883317869e-06	-3499919.9507101486	0	0.004
Initial_000084232	12623040000.0	19.168924005958058	16.920029162706363	0.018910336683386028	1.77266207226514	0.6173543040549639	0.5774527213677265	0.6	0.5530209182487832	318205800.0	4.324758516431712e-05	1.107602442591729e-05	['Initial85014']	[]	gID_173	1	0.06137917954045202	0.061382920459526674	-3.740919074624538e-06	-3500056.285838325	0	0.004
Initial_000084271	12623040000.0	13.754680300250616	0.8509789528907108	0.020677302917850898	1.7603218813398274	0.5966714652238976	0.6312597006953852	1.0	0.5532221915101868	310316400.0	0.167335790630676	0.0432710725100785	['Initial84518', 'Initial85576']	[]	gID_174	2	0.07311436655240999	0.07311854128810623	-4.1747356962852256e-06	-3498758.3465971313	0	0.004
Initial_000084302	12623040000.0	14.182300259312065	18.943155819323458	0.01554373136619174	1.6064183305971549	0.6210253515044684	0.5256805839721347	0.4	0.553060081858089	307686600.0	1.2063775801156515e-06	2.3661337829119598e-09	['Initial81815', 'Initial81785']	[]	gID_80	2	0.04708406428099097	0.04711989345499966	-3.582917400868708e-05	-3498860.8585554683	0	0.004
Initial_000084357	12623040000.0	17.511892229571714	19.010758343821767	0.019601861517810255	1.7573750105727932	0.6314886752673562	0.5963148470452673	0.5	0.5530797587806805	299797200.0	8.703935916673466e-08	2.0944697529696083e-08	[]	[]	gID_176	0	0.06539750616646516	0.06539750616646516	0.0	-3499659.0509365774	0	0.004
Initial_000084359	12623040000.0	17.727257862917234	3.1434485255606193	0.01976232304557017	1.7154930171166995	0.5796163905407714	0.6036540992790679	1.0	0.5531699123268583	297167400.0	0.4279739277638491	0.25569653637156897	['Initial83648', 'Initial83741', 'Initial83621']	[]	gID_141	3	0.06638007280768603	0.06637654447905182	3.528328634196916e-06	-3499710.6798476344	0	0.004
Initial_000084360	12623040000.0	0.6668865356777953	17.592663050620395	0.01822283732409093	1.7285425713751519	0.600562332368266	0.5628825558811558	0.75	0.5536654482817494	297167400.0	0.04013490077165684	0.011683161053142252	['Initial83458', 'Initial84574']	[]	gID_4	2	0.0584520085400467	0.058449662387652215	2.346152394342148e-06	-3495620.8518645284	0	0.004
Initial_000084385	12623040000.0	21.031949729184348	0.35683400315439817	0.01664696237654269	1.701737899514088	0.5484138472406512	0.5178836908564949	1.0	0.5530906416768451	294537600.0	0.5490640254126669	0.38844165716142776	[]	[]	gID_179	0	0.048366166652979714	0.048366166652979714	0.0	-3500502.903006847	0	[]
Initial_000084413	12623040000.0	12.916416812069759	17.790383503477692	0.014186628342667817	1.6134872984111561	0.5827700100590437	0.45380876048248625	0.4	0.5533518187980921	289278000.0	1.534033543847448e-05	4.36342538169219e-06	['Initial81815', 'Initial82315', 'Initial84580']	[]	gID_80	3	0.038002513210908764	0.03800297691523569	-4.6370432684287245e-07	-3498557.392385443	0	0.004
Initial_000084422	12623040000.0	24.80355074051342	4.339644960963135	0.02145466657377634	1.7303690693051268	0.6174592707360158	0.6525306527355847	1.0	0.5529207993597683	289278000.0	0.20331580576226926	0.04857182093502033	['Initial84541', 'Initial82511']	[]	gID_93	2	0.07794933635830008	0.07794274032516439	6.596033135651768e-06	-3501407.056794673	0	0.004
Initial_000084458	12623040000.0	27.713803012104588	3.4717841922651846	0.01374075254231113	1.6214633999428345	0.5481563727976371	0.4428851038080327	0.25	0.5530020294197908	284018400.0	1.2673779675549236e-12	4.0717142048720003e-13	['Initial82504', 'Initial82552']	[]	gID_93	2	0.0362417218599303	0.03623309001122692	8.63184870338366e-06	-3502104.722217655	0	0.004
Initial_000084476	12623040000.0	21.909167460618878	8.927587544700849	0.020776232455928054	1.6953059248817097	0.6041407525725638	0.6386693673517775	1.0	0.553013070600869	281388600.0	0.1918402258203282	0.045999371356419766	['Initial85469', 'Initial85217']	[]	gID_95	2	0.07471132405575406	0.07471252543371562	-1.2013779616623586e-06	-3500713.195594064	0	0.004
Initial_000084509	12623040000.0	10.230186697787696	15.625478982813734	0.02032786788958923	1.6730224187436296	0.594361145005391	0.630107566566248	1.0	0.5534130490095269	276129000.0	0.14092953367816077	0.03462347626711812	['Initial84712', 'Initial85043']	[]	gID_184	2	0.0728803831553009	0.07287730578171027	3.0773735906351367e-06	-3497913.4310741844	0	0.004
Initial_000084518	12623040000.0	14.292135453169319	0.19402440464850734	0.02021176383639251	1.666231229845951	0.5900202819614462	0.6288193972618022	0.75	0.5532914502762308	276129000.0	9.383815125887696e-06	2.4966227842290297e-06	['Initial84271']	[]	gID_174	1	0.07287781650052248	0.07287526577350245	2.5507270200416166e-06	-3498887.1889934605	0	0.004
Initial_000084523	12623040000.0	28.607721207341534	21.723260483779665	0.01440619060787025	1.5857904400077385	0.5779871906527465	0.46322315213566	0.5	0.5528506709856411	273499200.0	0.002839176379484401	0.0008475603824982109	['Initial85116', 'Initial82302']	[]	gID_36	2	0.039588535986833706	0.03959493005729172	-6.394070458005012e-06	-3502319.0183533817	0	0.004
Initial_000084526	12623040000.0	10.448190079801996	14.44610760062259	0.015469979300345969	1.6156964200644484	0.5881412170713016	0.49230790940069924	0.5	0.5534615088946372	273499200.0	0.0001694787862314728	4.6157058924464224e-05	['Initial82466']	[]	gID_1	1	0.044702480932018514	0.044697256917636576	5.224014381933857e-06	-3497965.6923242514	0	0.004
Initial_000084541	12623040000.0	25.475529251301452	3.754595483975619	0.013499309634232905	1.6223605547847015	0.5317111432112902	0.4388966253040653	0.5	0.5529108550523911	270869400.0	0.000384860714106255	0.00012151762782142741	['Initial82511', 'Initial84422']	[]	gID_93	2	0.03557841536576467	0.03559196327989233	-1.3547914127702747e-05	-3501568.148043202	0	0.004
Initial_000084574	12623040000.0	0.3834677515135265	16.78381174118755	0.014675162356944325	1.572165805108641	0.5667799655738529	0.4767831151383848	0.5	0.5536658119327246	268239600.0	0.00014953064293841622	2.949647681595513e-05	['Initial83458', 'Initial84360', 'Initial85188']	[]	gID_4	3	0.04174063365987019	0.04175674435435346	-1.611069448337638e-05	-3495552.9087903607	0	0.004
Initial_000084580	12623040000.0	12.148145182127157	17.55332209611087	0.019698244411506423	1.6519762495224921	0.5813091243753681	0.6157534487596824	1.0	0.5534245507792978	265609800.0	0.14928772271455562	0.03655890702183903	['Initial85021', 'Initial85251', 'Initial84413', 'Initial84750']	[]	gID_80	4	0.06958642521263025	0.06957356037126615	1.2864841364240174e-05	-3498373.2170969634	0	0.004
Initial_000084584	12623040000.0	20.775993257377856	4.802455016235987	0.017874586093373085	1.615199918162756	0.5863049082688944	0.5657138760878734	0.8	0.5531321045713412	265609800.0	0.053819386870719264	0.012857429561319113	['Initial84851', 'Initial84212', 'Initial85690']	[]	gID_95	3	0.05881033744761329	0.058807594415246287	2.7430323670580955e-06	-3500441.5433845515	0	0.004
Initial_000084585	12623040000.0	23.329046304790083	6.113937987044455	0.019752239847427532	1.6517373014349506	0.5832908841058041	0.6162846952808412	1.0	0.5530410714345284	265609800.0	0.19581438001186077	0.04708010572561386	['Initial84876', 'Initial85444', 'Initial84016']	[]	gID_95	3	0.06957061542503613	0.06956635250858255	4.262916453533761e-06	-3501053.5785856256	0	0.004
Initial_000084621	12623040000.0	28.78856116233647	24.19693753347352	0.019331099521516116	1.6295708230667716	0.5749526918339617	0.6069983162671312	1.0	0.5528856933989649	260350200.0	0.21061731079862145	0.05075530512278548	['Initial84744', 'Initial85589']	[]	gID_193	2	0.06745240013568705	0.06745038427981313	2.015855873905713e-06	-3502362.3705345397	0	0.004
Initial_000084639	12623040000.0	18.37168879942489	19.810059460422636	0.01723076976137529	1.6044989424578686	0.5857688523593386	0.5467324761216816	0.75	0.5531961979429915	257720400.0	0.05909852439947635	0.015235826989716629	['Initial85072']	[]	gID_194	1	0.054989679895748045	0.05498987343159473	-1.9353584667777934e-07	-3499865.1672047237	0	0.004
Initial_000084640	12623040000.0	18.733993097185706	3.03118949800118	0.014115694384250473	1.6171110662776067	0.483200092206172	0.4571972900708209	1.0	0.5532820224266182	257720400.0	0.514765390264404	0.42271676946070347	[]	[]	gID_195	0	0.03765173285876439	0.03765173285876439	0.0	-3499952.021249513	0	0.004
Initial_000084688	12623040000.0	19.57636050119823	21.284021064330105	0.014831844422634702	1.4934105930617636	0.5573223612096201	0.49432555437634973	0.3333333333333333	0.5530828664576858	249831000.0	4.323305712860072e-11	3.5510749952886024e-12	['Initial84008', 'Initial85304', 'Initial85170']	[]	gID_153	3	0.04422256582127886	0.044246157675435764	-2.359185415686589e-05	-3500153.9592797533	0	0.004
Initial_000084712	12623040000.0	10.24877880455858	16.305896344934382	0.018153543963026864	1.5607236333866246	0.5506500742692717	0.5835378038128765	1.0	0.5535110592223108	247201200.0	0.1372682763375759	0.03343169104185603	['Initial84509']	[]	gID_184	1	0.06252761997576897	0.0625276164872114	3.4885575997537168e-09	-3497917.8881001817	0	0.004
Initial_000084714	12623040000.0	21.665601365881166	6.695968813199157	0.016887629601239598	1.5335566056760175	0.5556153537734831	0.5491136553676483	0.6666666666666666	0.5531550588504749	247201200.0	3.4894600752878116e-05	7.54101419910744e-06	['Initial84083', 'Initial84057', 'Initial84030', 'Initial82598']	[]	gID_95	4	0.055396903801165416	0.05539906055521089	-2.15675404547909e-06	-3500654.806277039	0	0.004
Initial_000084744	12623040000.0	29.267036648177626	24.660796530383486	0.015686213674211965	1.5220141286591753	0.5506943586879948	0.5119638697835959	0.5	0.5528855391717735	241941600.0	2.071877878499952e-07	5.492979390076964e-08	['Initial84621', 'Initial85033', 'Initial85118', 'Initial85589']	[]	gID_193	4	0.048283280156793666	0.048292275677603386	-8.995520809720818e-06	-3502477.0739248516	0	0.004
Initial_000084746	12623040000.0	23.793242611693778	4.177075388223377	0.01671748597133622	1.5405831801412602	0.5605513656422527	0.5428236042782946	0.75	0.5530611702806064	241941600.0	0.005419571485592271	0.001173973770151467	['Initial85320', 'Initial84990']	[]	gID_162	2	0.054121982579869755	0.05412802264467181	-6.040064802034801e-06	-3501164.858874267	0	0.004
Initial_000084750	12623040000.0	11.864108750742929	16.64836484826243	0.017780663479334904	1.5487862886089592	0.5425122915349075	0.5746972244884745	1.0	0.5534799230160496	241941600.0	0.14143627772886777	0.034236636382545954	['Initial85508', 'Initial84580', 'Initial85251']	[]	gID_80	3	0.060635387045900324	0.060634862573116885	5.244727834586657e-07	-3498305.125956213	0	0.004
Initial_000084758	12623040000.0	29.37307467812651	26.3273609062777	0.0176773265543818	1.545297469655567	0.5407668085120686	0.5712584782050145	1.0	0.5529387024860513	239311800.0	0.1908298809081925	0.045549541730258075	['Initial84993', 'Initial85356']	[]	gID_213	2	0.05977745003972197	0.059778553572641606	-1.1035329195690448e-06	-3502502.494080946	0	0.004
Initial_000084766	12623040000.0	10.651080370066085	6.49462393953793	0.017293324227285113	1.5281073726740382	0.5320047307484156	0.5565743712013222	1.0	0.5535428787663143	239311800.0	0.32906742687555607	0.13955507537742146	['Initial85529', 'Initial85442']	[]	gID_225	2	0.05678966956594841	0.05678780909898695	1.860466961446542e-06	-3498014.3305614097	0	0.004
Initial_000084777	12623040000.0	2.404247081107689	20.73639072421746	0.017470804106351705	1.5339662824197229	0.5349700503453106	0.5684229742911739	1.0	0.5537840793081069	236682000.0	0.10410805249168859	0.025999279656251317	[]	[]	gID_204	0	0.05942687412008131	0.05942687412008131	0.0	-3496037.3437238876	0	[]
Initial_000084779	12623040000.0	21.7133542458099	1.6183516687155297	0.01603656360831002	1.4899964273192225	0.5329227348189697	0.5303931817783892	0.6666666666666666	0.5532245714505795	236682000.0	2.1497574704003094e-05	4.713537516117198e-06	['Initial84118', 'Initial84171']	[]	gID_162	2	0.05170780857680083	0.05170620273239533	1.6058444054722664e-06	-3500666.253921458	0	0.004
Initial_000084794	12623040000.0	20.79921232965917	3.212191115523649	0.017361461353826924	1.5295540467413435	0.533923492020074	0.5647850505800123	1.0	0.5532181657805236	234052200.0	0.16435041313161122	0.03902221793828978	['Initial83822']	[]	gID_95	1	0.05849262731278713	0.05849368230528194	-1.0549924947692289e-06	-3500447.1096181194	0	0.004
Initial_000084837	12623040000.0	1.4212215991946275	20.033620651618158	0.016896495374060426	1.5040282306039268	0.5227561409839354	0.5557696988304993	1.0	0.5538425504599492	228792600.0	0.09781084411941564	0.02427665268059044	['Initial82264']	[]	gID_4	1	0.05682356903185545	0.056823943900614696	-3.7486875927469894e-07	-3495801.6861847336	0	0.004
Initial_000084842	12623040000.0	23.940117860744937	7.99940910134271	0.012411069988817545	1.458197818467402	0.500621570046081	0.42099895371462825	0.5	0.5531490899572895	228792600.0	0.00011198157264883757	3.430199941874723e-05	['Initial84002']	[]	gID_152	1	0.03274432666706337	0.03274973673063073	-5.4100635673690046e-06	-3501200.0688056382	0	0.004
Initial_000084851	12623040000.0	21.443222674001014	5.110582061894057	0.01389965873243077	1.399258686431038	0.50110169580325	0.4846830988480476	0.25	0.5530450489795453	226162800.0	4.2461871361286074e-16	1.9470496237201874e-17	['Initial84584', 'Initial84083', 'Initial84016', 'Initial84212', 'Initial84192']	[]	gID_95	5	0.04213559658569085	0.04217109092379329	-3.549433810241417e-05	-3500601.496148001	0	0.004
Initial_000084890	12623040000.0	3.7837641325777494	27.55290620173312	0.011770463192811546	1.4202843713054563	0.4851055659992381	0.40568333852690025	0.5	0.5537912998646343	220903200.0	0.0001617498304881817	4.622606354735747e-05	['Initial84207']	[]	gID_169	1	0.03041089617732117	0.030417242600810267	-6.346423489092889e-06	-3496368.050912615	0	0.004
Initial_000084897	12623040000.0	28.817272774331325	27.517775117620992	0.016248845791114963	1.4707830967475184	0.5101144144460685	0.5400664176565325	1.0	0.5530992389576959	220903200.0	0.15021837257036427	0.03529769405342445	['Initial85266', 'Initial78719']	[]	gID_43	2	0.053489018755130124	0.05347842998322749	1.058877190259295e-05	-3502369.253476999	0	0.004
Initial_000084918	12623040000.0	28.282983294670867	25.397619863110368	0.015852051960673505	1.4445216953335542	0.5016647497537562	0.5317763524210464	1.0	0.553072997074614	215643600.0	0.1341518235449403	0.031383837552727084	['Initial85075', 'Initial85356', 'Initial84926']	[]	gID_213	3	0.05187500339194524	0.05187600346812372	-1.0000761784619696e-06	-3502241.169977344	0	0.004
Initial_000084926	12623040000.0	27.86252807621964	26.21611877455209	0.015850901090122625	1.444366404150783	0.5016362910295652	0.5317793475947639	1.0	0.5530863105789241	215643600.0	0.1333276250631382	0.031181001166351502	['Initial85075', 'Initial85356', 'Initial84918']	[]	gID_213	3	0.05187758002995413	0.05187852690860696	-9.468786528193004e-07	-3502140.3755992455	0	0.004
Initial_000084959	12623040000.0	8.660409169774894	17.186138707864696	0.015441412207118659	1.4288717826193478	0.49134047553962	0.5228112886946193	1.0	0.5537001832284177	210384000.0	0.09180076478733057	0.02177984812170286	[]	[]	gID_215	0	0.0502553547653715	0.0502553547653715	0.0	-3497537.1133529474	0	[]
Initial_000084969	12623040000.0	14.340082562424787	17.95869259282453	0.012752825431352411	1.3505699825034212	0.4825280325894396	0.4445188184465817	0.6666666666666666	0.553532343636081	210384000.0	0.002767139273767622	0.0007312696576777518	['Initial81815', 'Initial85425']	[]	gID_80	2	0.036452892469596376	0.03645818066274753	-5.288193151173728e-06	-3498898.683199852	0	0.004
Initial_000084985	12623040000.0	26.32275175858651	24.534237718983892	0.01535047760062606	1.4243025301061647	0.4898945921103724	0.5201553808762103	1.0	0.5531636023002564	207754200.0	0.11441934674313908	0.026788458835590168	['Initial84996', 'Initial85791']	[]	gID_217	2	0.04966494018938212	0.049664951319377634	-1.1129995481240326e-08	-3501771.2499717437	0	0.004
Initial_000084990	12623040000.0	23.503284100388555	5.008077294858748	0.015200959153279459	1.416291512171527	0.48639667522700214	0.5169255319711524	1.0	0.5532768705372787	205124400.0	0.10466562866915625	0.024497092587882394	['Initial84746']	[]	gID_162	1	0.04907120150215033	0.049068275321108946	2.92618104134581e-06	-3501095.3480523317	0	0.004
Initial_000084992	12623040000.0	22.33344294807228	3.1813249798945407	0.015102458475478277	1.3992209698068583	0.47350072191609593	0.5161318759335664	0.6666666666666666	0.5533721351595985	205124400.0	4.8579666489904496e-08	1.5751757475764437e-08	['Initial84171', 'Initial85262', 'Initial84118']	[]	gID_162	3	0.04928441694509657	0.049274702915799586	9.714029297015764e-06	-3500814.905792972	0	0.004
Initial_000084993	12623040000.0	29.98955355207574	25.801335464654382	0.015212130375304278	1.4182283043334352	0.48676373770678383	0.5167784399883213	1.0	0.553058400403555	205124400.0	0.11566055384439164	0.027147018015563323	['Initial84758']	[]	gID_213	1	0.049013741834738084	0.049013735996815216	5.8379228813023285e-09	-3502650.2805799213	0	0.004
Initial_000084996	12623040000.0	26.292176578014807	25.22109286550223	0.015120317044897885	1.4113888428248098	0.4834665769536817	0.5162742127289356	0.6666666666666666	0.5531570115610875	205124400.0	2.2396903373398759e-07	5.2465211094051215e-08	['Initial84985', 'Initial85573', 'Initial85791']	[]	gID_217	3	0.049046014114386846	0.049048472870329186	-2.4587559422800517e-06	-3501763.9202819797	0	0.004
Initial_000085005	12623040000.0	0.054931187566609196	22.344553927300776	0.015168115183890772	1.4150545182397924	0.48462472443489846	0.5167094125527639	1.0	0.5539752522842684	205124400.0	0.07501400926181251	0.018220130542767332	['Initial85305']	[]	gID_222	1	0.04914892415784892	0.04914949826114119	-5.741032922712313e-07	-3495474.149775862	0	0.004
Initial_000085014	12623040000.0	19.175816478334998	16.118736601052287	0.013597175298685683	1.3473472224393286	0.4692850423439711	0.47111302616852296	0.3333333333333333	0.5534616578387765	202494600.0	1.967183844385027e-14	6.862491844690972e-15	['Initial84232']	[]	gID_173	1	0.04111671569633342	0.04111297477725878	3.740919074624538e-06	-3500057.9381485744	0	0.004
Initial_000085021	12623040000.0	11.462445858662647	17.738823767813077	0.012476747235667687	1.331588698591566	0.47047981615187995	0.43732229649678994	0.5	0.5536601418473795	202494600.0	1.7422431876809705e-07	5.257489453061473e-08	['Initial84580']	[]	gID_80	1	0.03536549867201813	0.03536817191739791	-2.6732453797503586e-06	-3498208.836602113	0	0.004
Initial_000085026	12623040000.0	11.281773972434346	5.507307175255884	0.012554444955874995	1.3523666232881415	0.42115330060835077	0.4459051941102092	1.0	0.5537146114937433	199864800.0	0.11929620228253178	0.03125679751350875	['Initial85133', 'Initial85442', 'Initial85613']	[]	gID_225	3	0.03658969273335826	0.03659271987098757	-3.0271376293327686e-06	-3498165.52471154	0	0.004
Initial_000085033	12623040000.0	29.358032722212084	25.00318716727666	0.010654371833068672	1.3566947577419166	0.44759167641677056	0.37813616949274	0.5	0.5531134220568354	199864800.0	7.966016929544936e-05	2.496280597680115e-05	['Initial84744']	[]	gID_193	1	0.026430560319559347	0.026433705625744826	-3.145306185479077e-06	-3502498.8881212017	0	0.004
