year,no_trees,dbh_mean,root_mean,fgraft,gsx,gsm,no_groups,setup,i
400,114,14.1682292413581,1.21613257037647,70.1754385964912,24,3.80952380952381,21,setup_62,62
500,102,14.9042023319109,1.26649052489617,60.7843137254902,8,3.44444444444444,18,setup_62,62
600,133,12.857564786124,1.13742895230459,63.1578947368421,9,3,28,setup_62,62
400,108,14.6267170207326,1.25981897447591,64.8148148148148,15,3.5,20,setup_63,63
500,128,12.1457917884765,1.08211931953278,63.28125,7,3,27,setup_63,63
600,104,15.3115684745384,1.28437062025555,61.5384615384615,15,4.26666666666667,15,setup_63,63
400,89,17.2641429882483,1.35399493979994,55.0561797752809,5,2.88235294117647,17,setup_64,64
500,69,19.7811003646328,1.45776223750389,46.3768115942029,8,2.46153846153846,13,setup_64,64
600,68,21.3089410263364,1.58904844922406,66.1764705882353,8,3,15,setup_64,64
400,100,14.8459916705286,1.19608485117338,58,7,3.625,16,setup_65,65
500,89,16.8375239076023,1.29162774884393,64.0449438202247,9,3.16666666666667,18,setup_65,65
600,95,15.9773467527381,1.22969323173651,53.6842105263158,11,3.1875,16,setup_65,65
400,103,14.1980170958118,1.13053431293682,44.6601941747573,4,2.70588235294118,17,setup_66,66
500,66,19.6940682579678,1.48124270996682,54.5454545454545,6,4,9,setup_66,66
600,103,14.8005463651737,1.18383093588097,65.0485436893204,10,3.52631578947368,19,setup_66,66
400,150,10.5090622359295,0.900930422388288,46.6666666666667,6,3.04347826086957,23,setup_67,67
500,61,22.1467694123172,1.56446878506249,59.016393442623,5,3,12,setup_67,67
600,97,15.9710784537599,1.24552695197479,62.8865979381443,6,3.21052631578947,19,setup_67,67
400,72,19.8608470156043,1.49653198933212,65.2777777777778,6,2.9375,16,setup_68,68
500,106,13.8180509982899,1.09312651512184,41.5094339622642,5,2.58823529411765,17,setup_68,68
600,128,10.0527450356876,0.86368506975695,40.625,5,2.73684210526316,19,setup_68,68
400,133,12.735597746245,1.08804375954434,64.6616541353383,9,3.58333333333333,24,setup_69,69
500,127,11.7312423637337,1.01796528615666,55.1181102362205,10,3.5,20,setup_69,69
600,113,13.2628751197827,1.07745567794542,64.6017699115044,12,3.31818181818182,22,setup_69,69
400,67,19.0732528174687,1.48109010903394,58.2089552238806,10,3.25,12,setup_7,7
500,68,17.2886480163531,1.3783306559694,44.1176470588235,5,3,10,setup_7,7
600,56,19.6082057476681,1.51582069513827,42.8571428571429,3,2.4,10,setup_7,7
400,234,9.8577634344935,1.01191126344894,76.0683760683761,77,7.73913043478261,23,setup_70,70
500,227,8.97438026985267,0.947189049355433,60.7929515418502,108,15.3333333333333,9,setup_70,70
600,293,10.7914978422855,1.16549521239542,97.6109215017065,286,286,1,setup_70,70
400,306,8.0503916770289,0.883237443160156,58.1699346405229,175,89,2,setup_71,71
500,604,5.54589322612574,0.720333500295128,87.7483443708609,488,44.1666666666667,12,setup_71,71
600,285,8.83198308264451,0.952913650777552,76.140350877193,135,21.7,10,setup_71,71
400,80,17.7834691939571,1.40073663159012,55,8,2.75,16,setup_72,72
500,129,14.6797363575549,1.25439849405287,69.7674418604651,23,4.73684210526316,19,setup_72,72
600,129,13.3992599172162,1.18250829070563,72.8682170542636,15,3.61538461538462,26,setup_72,72
400,67,21.0884347501738,1.6014462097707,65.6716417910448,11,3.66666666666667,12,setup_73,73
500,61,23.4374364649051,1.76374998907017,70.4918032786885,11,3.30769230769231,13,setup_73,73
600,162,10.1708824278502,0.964393039646156,66.0493827160494,15,3.68965517241379,29,setup_73,73
400,371,9.09549750244838,1.09958624800425,91.1051212938005,333,112.666666666667,3,setup_74,74
500,530,7.40007856032332,0.978533206167872,96.2264150943396,509,255,2,setup_74,74
600,308,12.1166385838364,1.34560924876587,96.7532467532468,293,74.5,4,setup_74,74
400,263,12.203672723002,1.32583932258014,90.4942965779468,238,238,1,setup_75,75
500,247,12.8765004424734,1.39511770799225,95.5465587044534,234,118,2,setup_75,75
600,280,11.4552621565547,1.26714964381459,90.3571428571429,250,84.3333333333333,3,setup_75,75
400,306,11.3695442110956,1.24135426681423,88.2352941176471,269,135,2,setup_76,76
500,344,10.7734520712715,1.21491622678783,92.7325581395349,317,159.5,2,setup_76,76
600,351,9.83275951796544,1.12625652685498,91.7378917378917,318,80.5,4,setup_76,76
400,997,3.05338639848742,0.508715782137097,66.4994984954865,467,15.4186046511628,43,setup_77,77
500,564,5.33101392300759,0.732390467738358,75.886524822695,395,61.1428571428572,7,setup_77,77
600,833,4.81370354415719,0.697286943967286,87.6350540216087,721,104.285714285714,7,setup_77,77
400,1050,2.91869237878045,0.495176244296001,66.1904761904762,288,13.1132075471698,53,setup_78,78
500,636,4.97935158805109,0.69896636771944,76.1006289308176,469,69.1428571428572,7,setup_78,78
600,789,4.90957327956743,0.707134551710653,88.212927756654,677,232,3,setup_78,78
400,997,3.07948472957318,0.512089752742513,66.900702106319,161,16.675,40,setup_79,79
500,623,5.04469348656772,0.705009423790193,74.478330658106,447,51.5555555555556,9,setup_79,79
600,807,4.91485269488539,0.707353205017619,88.3519206939281,710,237.666666666667,3,setup_79,79
400,96,20.0815900803555,1.67279757817907,82.2916666666667,71,19.75,4,setup_8,8
500,107,17.6843796107168,1.50129242329188,76.6355140186916,55,11.7142857142857,7,setup_8,8
600,146,13.750331603521,1.26482654191649,79.4520547945206,51,10.5454545454545,11,setup_8,8
400,60,20.6023215532588,1.57842649495387,53.3333333333333,9,3.55555555555556,9,setup_9,9
500,84,19.6960635504323,1.61240284481651,84.5238095238095,13,4.73333333333333,15,setup_9,9
600,70,24.5995492415734,1.88299350743951,78.5714285714286,14,5.5,10,setup_9,9
