mu,mu_star,sigma,mu_star_conf,input_var,ts,output_var
51.8333333333333,57.1666666666667,145.670967815133,89.5115016520177,deviation,500,gsx
101.5,102.5,300.682813477903,179.54481793951,f_growth,500,gsx
86.1666666666667,90.8333333333333,213.082969408284,106.027182505594,k_die,500,gsx
37,37.6666666666667,61.9328589066069,37.5978076366178,recruits,500,gsx
-120,121.333333333333,211.604686171825,141.425747054309,f_radius,600,gsx
290.333333333333,290.333333333333,478.118612278802,267.763801200355,salinity,600,gsx
101.666666666667,152.333333333333,283.248353269052,155.589056671343,amplitude,600,gsx
-59.1666666666667,149.166666666667,359.956487425225,184.736416684439,deviation,600,gsx
90,105,215.9832526658,123.818501649926,f_growth,600,gsx
-53.5,69.8333333333333,166.63786788226,94.0144418768873,k_die,600,gsx
82.8333333333334,86.5,157.652630335976,79.0293772162226,recruits,600,gsx
12.1666666666667,25.5,51.6281218229267,28.3827100715304,f_radius,400,no_groups
36.6666666666667,40,42.7741701220448,23.9692239874533,salinity,400,no_groups
22.5,31.8333333333333,56.7551052796895,27.521497810518,amplitude,400,no_groups
-4.16666666666667,11.1666666666667,20.4010711410873,10.5457386716139,deviation,400,no_groups
-1,16.3333333333333,31.458379322998,14.7255610414901,f_growth,400,no_groups
5.66666666666667,14.6666666666667,23.7684301459928,11.7049095118369,k_die,400,no_groups
1.66666666666667,13,16.4241616656605,5.29875721534847,recruits,400,no_groups
30,33.6666666666667,56.0753461375358,30.6088882669892,f_radius,500,no_groups
12.6666666666667,21,28.8803406156173,13.2139929194853,salinity,500,no_groups
10.5,13.8333333333333,17.6567057872996,8.32559194802857,amplitude,500,no_groups
-1.16666666666667,12.5,17.5163063359351,6.71318271635368,deviation,500,no_groups
-20.5,24.1666666666667,57.772702768567,38.2321577809643,f_growth,500,no_groups
-3.16666666666667,10.1666666666667,17.4880911860996,9.36959492031483,k_die,500,no_groups
8,8,10.9092779632298,5.98309242641459,recruits,500,no_groups
8.5,26.8333333333333,53.6590171681964,28.823372123287,f_radius,600,no_groups
11,28.6666666666667,34.7406617704228,11.5111406003524,salinity,600,no_groups
6,14.6666666666667,20.187393695015,8.4399477759127,amplitude,600,no_groups
-14.8333333333333,16.5,26.7758182777753,12.3161082542343,deviation,600,no_groups
-16.5,28.1666666666667,63.1256340880022,32.8048529685659,f_growth,600,no_groups
4.5,8.83333333333333,13.1948830336462,5.98459378313722,k_die,600,no_groups
7.66666666666667,11.6666666666667,14.5339109637164,7.3201112265173,recruits,600,no_groups
-92,119,203.739424477492,120.632386432558,f_radius,400,no_trees
490.166666666667,490.166666666667,640.420603496418,383.620865089354,salinity,400,no_trees
186.5,197.833333333333,386.384355752624,207.411205209753,amplitude,400,no_trees
8,174,317.872751930317,145.98808785824,deviation,400,no_trees
147.333333333333,147.333333333333,250.585979921729,140.376207721462,f_growth,400,no_trees
91.3333333333333,116.666666666667,188.294489602895,92.4214363270312,k_die,400,no_trees
152,191,278.041874455301,131.104084404869,recruits,400,no_trees
50.5,93.1666666666667,119.525941189701,53.9261870495188,f_radius,500,no_trees
430.166666666667,430.166666666667,494.14875677994,348.368925245726,salinity,500,no_trees
234.333333333333,255.666666666667,346.450431136357,178.323646478554,amplitude,500,no_trees
52,96.3333333333333,163.508598331693,82.8959938595045,deviation,500,no_trees
-0.5,31.8333333333333,44.5834631358443,16.0972827309232,f_growth,500,no_trees
38.3333333333333,43.3333333333333,47.1666339484247,24.2895338144946,k_die,500,no_trees
114,115.666666666667,113.907044623302,58.8511308986197,recruits,500,no_trees
-152,161.333333333333,293.793620349429,161.730029082821,f_radius,600,no_trees
475.5,476.166666666667,639.691307691298,394.025971397664,salinity,600,no_trees
187.333333333333,212.333333333333,376.036181605631,215.34543829009,amplitude,600,no_trees
-78,162.666666666667,331.192942908056,165.143499730263,deviation,600,no_trees
-0.166666666666666,53.5,74.5084716369824,25.8210330664842,f_growth,600,no_trees
-27.6666666666667,91.3333333333333,160.254812527648,77.9291535264141,k_die,600,no_trees
144.666666666667,146.666666666667,224.76434847564,142.003913044696,recruits,600,no_trees
0.250874838194687,0.452648740581185,0.563064025268312,0.235009688295719,f_radius,400,root_mean
-0.665011379313327,0.71564403006646,0.640968648532498,0.340963313459291,salinity,400,root_mean
-0.138265335820725,0.532656803382105,0.644727603413436,0.214385683964927,amplitude,400,root_mean
-0.0160236554183106,0.382455990994066,0.50850482031073,0.182072401288082,deviation,400,root_mean
-0.430461901846086,0.47837250298527,0.522198381324328,0.329331998265772,f_growth,400,root_mean
-0.192844700813203,0.344334384099397,0.376247399695235,0.121403624012699,k_die,400,root_mean
-0.194342532733747,0.555653616928231,0.643456456624803,0.194642038323306,recruits,400,root_mean
-0.091801327548519,0.370181273619188,0.518115344421567,0.224776180447661,f_radius,500,root_mean
-0.476229147362852,0.557130899270529,0.527692667223127,0.266837688916397,salinity,500,root_mean
-0.358151687470436,0.659676598169853,0.655622578317586,0.186549655053846,amplitude,500,root_mean
-0.201806027878962,0.364955122186354,0.51016697385579,0.214575294989582,deviation,500,root_mean
0.106854596418738,0.285947654140692,0.375833845471689,0.153482403257066,f_growth,500,root_mean
-0.151348781804893,0.298195666849181,0.371190405030562,0.146377161832561,k_die,500,root_mean
-0.378221186028651,0.405963211060541,0.342756336470958,0.176021915275191,recruits,500,root_mean
0.122629778667479,0.242139954094366,0.272144325368349,0.091151219110807,f_radius,600,root_mean
-0.324807040758883,0.643270318235648,0.715376460950562,0.253652116474414,salinity,600,root_mean
-0.33713667442808,0.532157194034887,0.603494159600069,0.274183467085377,amplitude,600,root_mean
0.0957941361627076,0.396405472069188,0.558755572175353,0.219868748758713,deviation,600,root_mean
-0.0938708050113607,0.333356921775845,0.4251032931134,0.183487244278535,f_growth,600,root_mean
-0.336617491902073,0.466742018876416,0.489026425280517,0.191970791571874,k_die,600,root_mean
-0.417350505726748,0.482643679524492,0.353304821132392,0.135701181426043,recruits,600,root_mean
0.122629778667479,0.242139954094366,0.272144325368349,0.091151219110807,f_radius,600,root_mean
-0.324807040758883,0.643270318235648,0.715376460950562,0.253652116474414,salinity,600,root_mean
-0.33713667442808,0.532157194034887,0.603494159600069,0.274183467085377,amplitude,600,root_mean
0.0957941361627076,0.396405472069188,0.558755572175353,0.219868748758713,deviation,600,root_mean
-0.0938708050113607,0.333356921775845,0.4251032931134,0.183487244278535,f_growth,600,root_mean
-0.336617491902073,0.466742018876416,0.489026425280517,0.191970791571874,k_die,600,root_mean
-0.417350505726748,0.482643679524492,0.353304821132392,0.135701181426043,recruits,600,root_mean
